FloatShares,Ticker,Price,52 week high,52 week low,avg Daily Volume,50 day Moving Average,200 day moving average,price/eps estimate this year,price/eps estimate next year,Short Ratio
9637000,ATRM_nasdaq,0.5093,0.35,1.17,9027,0.5469,0.6509,N/A,N/A,0.1
21189000,AFCE_nasdaq,37.85,20.74,38.59,202975,36.0117,33.0904,27.23,23.36,2.3
37374000,AFFY_nasdaq,1.18,0.78,27.74,5391900,1.1154,6.0149,N/A,N/A,2.3
53982000,AFFX_nasdaq,4.33,2.96,5.26,836830,4.1749,3.9985,N/A,54.12,14.7
21868000,AGEN_nasdaq,4.02,3.37,5.4,299265,3.7989,4.1672,N/A,N/A,6.4
12559000,AGYS_nasdaq,11.83,7.23,14.24,59271,12.2771,10.5483,147.88,147.88,3.4
35058000,AIRM_nasdaq,32.63,32.24,50.61,609517,36.02,40.8672,17.08,11.74,16.7
1598000,AIRT_nasdaq,10.49,7.76,10.64,4441,10.1869,9.5764,N/A,N/A,1
45520000,ATSG_nasdaq,7.04,3.38,7.19,170368,6.4706,5.6088,10.2,8.48,6.1
26520000,AMCN_nasdaq,1.8,1.33,2.59,59706,1.7931,1.9585,N/A,20,0.1
93416000,AIXG_nasdaq,16.33,11.21,18.06,156621,16.6166,14.6791,N/A,108.87,8.8
172031000,AKAM_nasdaq,45.34,27.86,48.47,2398420,43.5397,40.3491,23.25,20.52,5
70788000,AKRX_nasdaq,13.56,11.73,15.49,600146,13.7357,13.8554,24.65,17.16,15.1
45813000,ALSK_nasdaq,2.04,1.55,2.5,409805,1.7763,1.7633,7.56,9.71,0.4
18405000,AMRI_nasdaq,13.16,2.67,13.9,487362,12.0503,9.6641,21.57,22.69,2.6
2382000,ALCS_nasdaq,9.6001,6.18,11.24,15651,10.274,8.6637,N/A,N/A,15.1
192779000,ALXN_nasdaq,111.58,81.82,125.65,1657070,96.2731,95.5918,37.7,33.81,2.5
14375000,ALXA_nasdaq,4.5,2.91,6.65,409532,4.4389,4.5097,N/A,N/A,15.9
2463000,ALCO_nasdaq,44.98,26.37,47,13622,43.7126,43.1546,18.21,41.65,7.6
63301000,ALGN_nasdaq,39.65,23.45,44.43,889579,36.956,33.331,31.22,26.26,9.6
3414000,ALIM_nasdaq,5,1.26,5.69,144538,4.882,3.3475,N/A,N/A,1.7
133386000,ALKS_nasdaq,30.31,17.45,34.3,1553040,29.5406,26.0851,N/A,N/A,2.9
14023000,ALGT_nasdaq,106.03,61.63,109.72,109411,102.26,88.7546,20.55,16.94,9.8
3447000,ALLB_nasdaq,14.25,12.01,14.72,2122,14.0423,13.4162,N/A,N/A,2.2
5759000,AFOP_nasdaq,31.89,8.8,34.77,195929,24.5529,16.4415,19.33,16.61,0.8
4267000,AIQ_nasdaq,18.39,3.6,19.36,54806,16.288,10.607,N/A,N/A,0.6
0,AHGP_nasdaq,62.68,42.15,66.27,64525,62.0523,55.7809,17.56,16.76,3.8
20772000,ARLP_nasdaq,72.84,52.21,78.5,79668,71.4657,67.3525,11.15,10.87,4.4
4453000,AHPI_nasdaq,2.85,2.44,3.33,2052,2.7014,2.6996,N/A,N/A,0.6
4611000,AMOT_nasdaq,7.11,5.7,7.24,7781,6.918,6.9217,N/A,N/A,0.6
27768000,ALLT_nasdaq,15.45,10.75,29.05,474140,12.9391,13.0383,44.14,23.77,5.1
154495000,MDRX_nasdaq,15.77,8.84,16.02,2725030,13.8263,12.7591,32.85,23.54,2.5
8182000,AFAM_nasdaq,19.77,17.66,23.81,39438,19.5469,19.9801,16.34,17.04,5
52507000,ALNY_nasdaq,42.87,14.88,51,626419,34.6,26.6873,N/A,N/A,5.9
17652000,AOSL_nasdaq,7.81,6.64,10.45,135759,7.7683,8.2714,N/A,N/A,1.3
61107000,ATEC_nasdaq,2.39,1.41,2.4,195914,2.0731,1.9181,N/A,79.67,4.5
0,ASDR_nasdaq,49.33,46.63,53.28,327,49.4435,50.6215,N/A,N/A,N/A
0,EMDR_nasdaq,46,36.7,54.07,1311,46.2594,48.606,N/A,N/A,N/A
0,RUDR_nasdaq,49.78,46.97,52,902,47.8441,49.0675,N/A,N/A,N/A
4567000,ALTI_nasdaq,2.27,2.02,5.04,12187,2.3014,2.2588,N/A,N/A,4.9
319003000,ALTR_nasdaq,35.66,29.59,38.8,3102900,33.228,33.8768,24.76,20.15,1.7
N/A,ALTE_nasdaq,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A
12148000,ASPS_nasdaq,97.8,66.97,129.72,182581,96.122,86.9937,16.86,11.81,1.5
1368000,APSA_nasdaq,17.34,12.15,18.25,2275,16.4794,15.7561,N/A,N/A,1.7
25888000,AIMC_nasdaq,30.29,14.64,31.34,138102,28.1289,26.4499,16.64,14.02,10
5912000,ALVR_nasdaq,0.45,0.44,6.1,163110,1.1874,3.2292,N/A,N/A,0.1
15592000,AMAG_nasdaq,22.75,13.85,25.67,126284,21.4989,20.1782,N/A,N/A,4.7
141997000,AMRN_nasdaq,5.66,5.22,15.47,3962330,6.1811,7.3696,N/A,N/A,6.2
367608000,AMZN_nasdaq,304.11,214.95,309.39,3079640,282.86,269.275,235.74,95.93,2.5
15719000,AMBA_nasdaq,18.59,5.55,19.44,1111800,17.1677,13.8667,21.87,16.9,0.9
10982000,EPAX_nasdaq,3.52,3.17,5.75,40905,3.5277,4.0531,N/A,N/A,4.4
3122000,AMBT_nasdaq,3.56,1.53,6.15,38597,2.6203,2.5612,N/A,N/A,2.1
49532000,AMCX_nasdaq,68.74,37.47,70.65,519198,65.4894,61.9004,20.96,17.76,2.2
30469000,AMED_nasdaq,11.65,8.81,15.95,429092,12.0946,11.4986,23.78,23.78,8.8
5944000,UHAL_nasdaq,170.8,87.26,182.77,53635,169.776,158.4,11.99,N/A,2.8
2463000,ASBI_nasdaq,10.71,5.61,11.55,1630,10.3194,9.2242,N/A,N/A,0.3
42583000,ATAX_nasdaq,6.61,5.33,7.35,129741,6.7374,6.9821,N/A,N/A,0.8
1391004000,AMOV_nasdaq,21.219,18,27.13,7183,20.3286,21.4758,N/A,N/A,0.5
395440000,AGNC_nasdaq,21.979,20.2,36.77,10342400,23.4889,29.4877,N/A,N/A,0.5
395440000,AGNCP_nasdaq,25.05,24.13,27.42,41613,25.2886,26.1197,N/A,N/A,N/A
53098000,MTGE_nasdaq,18.21,16.01,26.71,1516520,18.8731,23.6797,6.26,6.24,0.7
291105000,ACAS_nasdaq,13.47,9.5,15.24,3136780,12.9554,13.7012,13.74,11.92,0.4
3107000,ANCI_nasdaq,1.8001,1.38,2.1,7095,1.8709,1.8896,N/A,N/A,0.7
4168000,AETI_nasdaq,7.49,4.01,9,46297,7.1223,5.7593,11.35,9.73,0.6
1567000,AMIC_nasdaq,7.75,3.67,8.22,2929,7.2663,6.3759,N/A,N/A,1.4
7500000,AMNB_nasdaq,24.88,18.5,25.9,17041,23.1597,21.3886,12.69,15.45,13.2
3340000,ANAT_nasdaq,109.72,63.68,110.73,22257,101.327,89.1753,N/A,N/A,2.7
5015000,APFC_nasdaq,32.02,9,34.32,56516,28.3663,23.6426,13.57,12.86,0.6
16845000,APEI_nasdaq,39.92,24.88,42.17,136040,38.8983,36.7164,15.12,13.81,15.8
9426000,ARII_nasdaq,35.49,24.8,47.1,338724,32.7857,37.5046,10.14,8.64,6.1
138057000,ARCP_nasdaq,15,10.51,18.05,3536660,14.8446,14.9328,16.48,13.16,0.9
6747000,AMRB_nasdaq,8.9,6.21,9.53,11394,8.4946,7.7394,30.69,27.81,1.7
7947000,ASEI_nasdaq,61.24,54.44,70,32676,58.904,61.9469,25.1,23.37,5.4
24028000,AMSWA_nasdaq,8.85,7.16,9.1,37530,8.626,8.4383,22.12,18.44,8.1
45445000,AMSC_nasdaq,2.72,2.12,4.42,630492,2.5283,2.6699,N/A,N/A,5.4
11638000,AMWD_nasdaq,38.74,16.31,39.49,123976,36.2497,33.1345,25.83,19.08,2.6
8027000,CRMT_nasdaq,43.92,35.89,50.59,26202,43.6957,44.6294,12.13,10.74,16.1
22967000,ABCB_nasdaq,17.95,10.21,18.99,64657,17.0534,14.8612,17.1,11.58,25.6
17885000,AMSF_nasdaq,38.49,22,38.86,65743,34.7394,32.5966,18.68,14.69,5
15428000,ASRV_nasdaq,3.07,2.66,3.25,26605,3.0237,3.0315,N/A,N/A,5.7
0,ASRVP_nasdaq,26,25.01,30.25,537,26.54,26.2949,N/A,N/A,N/A
30236000,ASCA_nasdaq,26.38,15.04,27.18,438692,26.33,26.3811,13.74,12.5,1.6
8992000,ATLO_nasdaq,23.48,18.39,23.5,12830,22.3446,21.146,N/A,N/A,7.4
749264000,AMGN_nasdaq,104.77,75.7,114.95,3579520,99.4443,97.0347,14.37,12.65,2.6
25619000,FOLD_nasdaq,2.27,2.06,6.82,389451,2.6169,3.1299,N/A,N/A,9.6
60008000,AMKR_nasdaq,4.55,3.55,5.58,882992,4.3651,4.3417,8.43,6.5,14.3
28236000,AMPE_nasdaq,6.33,2.55,7.17,305068,5.9789,4.846,N/A,N/A,10.6
30981000,AMSG_nasdaq,39.87,25,40.06,131903,36.5071,33.5281,18.46,16.34,10.7
8869000,ASYS_nasdaq,6.56,2.9,7.93,65114,6.0546,4.4541,N/A,N/A,0.9
34730000,AFSI_nasdaq,39.91,23.9,41.37,501371,36.1469,33.9405,12.39,10.67,17.5
31082000,AMRS_nasdaq,2.86,2.16,4.51,216395,2.8337,3.0124,N/A,N/A,22.6
31305000,ANAC_nasdaq,7.08,3,8.25,431614,5.7249,5.3183,N/A,N/A,6.3
79244000,ANAD_nasdaq,2.26,1.05,2.87,635762,2.1537,2.1531,N/A,N/A,3.1
305003000,ADI_nasdaq,48.34,36.36,48.93,2151970,46.0634,45.0827,22.91,18.88,1.9
12123000,ALOG_nasdaq,69.77,60.86,84.71,47681,73.9894,76.6913,N/A,20.28,9.8
4425000,ANLY_nasdaq,4,2.74,4.32,10084,4.0031,3.7703,N/A,N/A,0.2
8885000,ANEN_nasdaq,23.78,17.61,24.75,32454,23.64,21.5439,17.23,15.96,6.7
1736000,ANCB_nasdaq,18.2599,10.85,19,917,18.032,15.8102,62.97,73.04,0.9
4674000,AMCF_nasdaq,0.59,0.45,2.24,15740,0.564,0.6598,N/A,N/A,0.1
0,ANDA_nasdaq,10.04,9.6,12.66,810,9.9626,9.9542,N/A,N/A,0.3
0,ANDAU_nasdaq,10.08,9.9,10.36,92,10.0989,10.0541,N/A,N/A,N/A
0,ANDAW_nasdaq,0.24,0,0,0,0,0,N/A,N/A,N/A
52344000,ANGI_nasdaq,26.64,8.94,28.32,1124660,25.8594,20.1154,N/A,85.94,11.7
17605000,ANGO_nasdaq,12.35,9.52,12.91,82621,11.4194,11.2819,38.59,30.88,14.9
10989000,ANIK_nasdaq,19.06,9.13,21.93,106303,17.2269,13.7469,19.45,16.72,4
92459000,ANSS_nasdaq,79.14,55.48,82.48,335890,74.7883,75.6605,26.38,23.98,4.7
90857000,ATRS_nasdaq,4.55,3.35,5.36,991938,4.2409,3.8691,N/A,N/A,12.6
124986000,ANTH_nasdaq,4.4,3.68,10.32,105378,4.2989,4.8868,N/A,N/A,5.5
7513000,APAGF_nasdaq,16.68,8.82,20.07,34236,12.7394,12.3951,N/A,N/A,3.4
23343000,ATNY_nasdaq,2.95,2.31,3.49,74854,2.7403,2.7054,N/A,N/A,6.9
27910000,APOG_nasdaq,26.95,14.57,30.26,264249,25.3623,25.9911,28.07,17.5,3.4
99230000,APOL_nasdaq,18.84,15.98,30.41,2910870,19.3226,18.8751,6.61,10.35,6.7
0,AINV_nasdaq,8.2,7.21,9.08,2764890,7.9549,8.4344,9.76,9.43,3.3
938189000,AAPL_nasdaq,431.758,385.1,705.07,14211800,425.229,445.366,10.96,9.96,2.2
4499000,ARCI_nasdaq,2.53,1.1,4.28,55867,2.3363,1.7154,N/A,N/A,0.1
1193826000,AMAT_nasdaq,16.56,9.95,16.78,14026700,15.5511,14.0129,25.88,14.53,1.1
58097000,AMCC_nasdaq,11.11,4.28,11.26,732322,8.9589,8.3048,158.71,27.1,5.1
33968000,AREX_nasdaq,26.8,22.24,34.84,568583,25.4291,25.288,76.57,37.22,16.1
28840000,APRI_nasdaq,2.28,1.89,3.51,564383,2.4397,2.6004,N/A,N/A,4.9
0,AQU_nasdaq,9.9,7,10,89,9.9314,9.6989,N/A,N/A,11.4
0,AQUUU_nasdaq,10.161,9.5,10.18,113,10.1549,10.0833,N/A,N/A,N/A
0,AQUUW_nasdaq,0.24,0,0,0,0,0,N/A,N/A,N/A
4483000,ARCW_nasdaq,4.93,3.31,8.57,522,5.268,5.4054,N/A,N/A,0.2
3040000,ABIO_nasdaq,1.42,1.13,5.94,299197,1.3846,2.3177,N/A,N/A,0.3
117192000,ACGL_nasdaq,55.14,38.07,55.51,503817,52.1106,50.4803,15.98,16.41,7
12923000,ACAT_nasdaq,50.25,32.12,52.19,127962,47.636,42.4238,15.51,13.92,8.1
1197000,ARDNA_nasdaq,131.98,82.6,133.83,2049,112.828,101.184,N/A,N/A,6.7
216490000,ARNA_nasdaq,7.13,6.65,11,5876710,7.7954,8.2762,N/A,N/A,9.3
0,ARCC_nasdaq,17.63,16.03,18.67,2158920,17.0709,17.7023,11.02,10.62,N/A
26612000,AGII_nasdaq,46.31,0,0,0,0,0,16.25,13.87,4.8
0,AGIIL_nasdaq,23.47,22.01,26,18973,24.1691,24.9279,N/A,N/A,N/A
178701000,ARIA_nasdaq,20,15.35,25.4,2677780,18.4543,19.0425,N/A,N/A,7.2
1805000,ARKR_nasdaq,20.7,14,22,6595,21.0631,20.3798,N/A,N/A,2.2
24049000,ABFS_nasdaq,22.98,6.43,24,619483,20.8543,14.337,99.91,17.02,3.3
463914000,ARMH_nasdaq,41.35,22.22,50.56,3024100,39.2514,42.1761,43.53,34.75,1.7
12124000,ARTX_nasdaq,1.38,0.71,1.93,64333,1.4751,1.2127,N/A,N/A,0.4
54764000,ARQL_nasdaq,2.62,1.98,6.98,295565,2.5114,2.6503,N/A,N/A,7.7
90358000,ARRY_nasdaq,5.43,3.25,6.56,1511120,5.0269,4.7998,N/A,N/A,4.4
114321000,ARRS_nasdaq,15.43,11.8,17.98,1443600,14.7894,16.154,11.43,7.87,5.9
11649000,AROW_nasdaq,26.03,22.86,26.48,22327,25.2374,24.705,15.31,14.96,32.5
19084000,ARWR_nasdaq,2.71,1.65,3.94,131038,2.1325,2.0919,N/A,N/A,4.9
7767000,ARTNA_nasdaq,23.18,19.78,24.43,16621,22.2743,22.3849,22.29,18.85,7.4
25504000,ARTC_nasdaq,37.1,27.21,37.49,117386,35.4157,35.2171,25.76,24.25,4.2
2248000,ARTW_nasdaq,6.909,5.23,8.44,9783,7.4171,6.8817,N/A,N/A,0.3
108802000,ARUN_nasdaq,17.64,12.38,26.78,4221080,15.4086,20.3166,28.45,25.94,3.9
3017000,ASBB_nasdaq,16.9,14.1,17,4581,16.5274,16.5041,N/A,N/A,0.9
126243000,ASNA_nasdaq,18.81,15.95,22.18,1200440,18.2037,18.142,16.79,13.44,3.7
12850000,ASCMA_nasdaq,79.95,48.01,84.5,50211,77.1926,70.1396,275.69,115.87,6.7
34404000,ASTI_nasdaq,1.07,0.49,2.31,988617,0.8734,0.7002,N/A,N/A,4.9
20845000,AERL_nasdaq,4.18,2.1371,4.6126,300300,3.8948,3.7706,3.24,2.66,5.1
3340000,APWC_nasdaq,3.304,2.56,4.5,6231,4.0428,3.7643,N/A,N/A,0.4
51171000,ASIA_nasdaq,11.66,9.75,12.44,303057,11.6094,11.3912,10.05,10.23,3.6
50765000,ASMI_nasdaq,36.25,30.54,40.96,7603,34.6674,35.7909,12.72,12.81,3.2
330209000,ASML_nasdaq,89.08,60.9,90.83,1593190,81.1277,74.3454,29.59,19.16,1.7
92953000,AZPN_nasdaq,32.49,22.06,32.98,611957,30.1469,30.208,77.36,52.4,4.2
N/A,AACC_nasdaq,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A
165749000,ASBC_nasdaq,16.78,12,16.84,922395,15.7183,14.8268,16.13,15.83,8.1
0,ASBCW_nasdaq,2.12,0.9,2.54,2859,1.6931,1.5209,N/A,N/A,N/A
8953000,ASFI_nasdaq,9,7.95,10.49,52116,8.7986,9.2825,N/A,N/A,5.2
1418000,ATEA_nasdaq,2.28,1.92,4.99,5144,2.2117,2.7038,N/A,N/A,1.6
18750000,ASTE_nasdaq,36.82,26.09,37.5,71835,35.2097,34.8804,18.88,16.15,8.6
88834000,ASTX_nasdaq,5.57,2.14,6.95,1500390,4.7131,4.5286,N/A,N/A,4.1
4937000,ALOT_nasdaq,11.26,7.5,11.47,7611,10.9614,10.3833,N/A,N/A,0.3
12558000,ATRO_nasdaq,41.44,19.25,42.94,81508,40.0769,30.8308,20.41,16.38,2.4
14370000,ASTC_nasdaq,0.6979,0.61,1.29,23643,0.7191,0.8055,N/A,N/A,0.1
3517000,ASUR_nasdaq,5.85,4.79,8,8327,5.832,6.0812,N/A,41.79,0.6
7893000,ATAI_nasdaq,4.64,3.5,6.99,7386,4.4623,4.4875,18.56,13.65,0.1
36114000,ATHN_nasdaq,115.01,56.33,116.18,510906,91.7934,90.4974,106.49,77.19,25.3
1334000,AFCB_nasdaq,17.94,14.22,19.35,1408,17.6471,17.9421,N/A,N/A,4.6
48764000,ATHX_nasdaq,1.57,0.95,2.42,422608,1.6434,1.6639,N/A,N/A,4.2
6893000,AAME_nasdaq,3.7,2.51,4.19,9821,3.8643,3.5194,N/A,N/A,0.3
1489000,ACFC_nasdaq,5.02,1.37,6.88,7273,4.9597,4.3506,N/A,N/A,1.2
9594000,ATNI_nasdaq,54.02,33.26,55.69,42118,50.7451,47.2941,20.78,43.92,5.5
5934000,ATLC_nasdaq,3.7,3.02,7.35,7360,3.63,3.573,N/A,N/A,262.6
25323000,AAWW_nasdaq,45.5,36.61,57,274744,44.8132,43.9404,9.44,8.21,6
6305000,AFH_nasdaq,8.92,5.8,9.45,34019,8.5646,7.2256,15.93,10.14,1.8
410512000,ATML_nasdaq,7.7,4.37,8.4,6310420,7.6449,6.9913,24.06,13.05,2.6
31194000,ATMI_nasdaq,27.17,17.59,27.53,145417,24.7786,22.5888,18.61,16.37,4
9651000,ATOS_nasdaq,4.87,3.44,12.4,127194,4.9331,6.1764,N/A,18.04,0.5
19111000,ATRC_nasdaq,9.89,5.9,10,75960,9.4377,8.5502,N/A,N/A,4.4
1578000,ATRI_nasdaq,239.24,185.16,240.37,2181,223.186,205.198,N/A,N/A,9.3
9316000,ATTU_nasdaq,5.57,4.42,8.85,29406,5.5983,6.4159,N/A,N/A,1.8
2382000,AUBN_nasdaq,22.36,20.51,24.87,1525,22.0077,21.7755,N/A,N/A,1.6
9590000,ADNC_nasdaq,12.98,5.51,21.3,238114,13.3769,13.8867,18.81,15.83,2.8
24679000,AUDC_nasdaq,4.77,1.2,5.04,108351,4.49,4.0121,39.75,25.11,0.7
24707000,ADAT_nasdaq,0.91,0.53,1.6,47497,0.9254,0.9518,N/A,N/A,10.5
1395000,ABTL_nasdaq,5.15,3.4,5.25,29968,4.846,4.3954,30.29,11.98,0.8
224197000,ADSK_nasdaq,36.87,27.7,41.42,2809190,35.2883,37.6029,18.81,16.24,1.7
483989000,ADP_nasdaq,72.82,54.02,73.44,1826110,69.82,65.4307,25.02,22.9,2.7
27366000,AMAP_nasdaq,12.94,9.65,15.19,507549,12.3394,11.5934,26.96,21.21,1.7
39836000,AUXL_nasdaq,17.86,13.87,29.37,878973,16.7631,16.9446,N/A,29.77,6.8
246037000,AVGO_nasdaq,37.6,30.5,39.74,2739340,37.6634,35.1233,15.47,12.88,1.3
142884000,AVNR_nasdaq,4.625,2.07,4.85,2084920,4.2889,3.3251,N/A,N/A,7.2
44794000,AVEO_nasdaq,2.59,2.23,14.08,2272140,2.5303,5.5186,N/A,N/A,3.9
55775000,AVNW_nasdaq,2.65,2.03,3.9,251370,2.7331,3.1288,13.95,12.62,4.8
38221000,AVID_nasdaq,6.18,5.68,10.04,85682,6.2069,6.7912,N/A,N/A,9.1
89027000,CAR_nasdaq,32.47,12.85,34.21,1907580,31.3234,27.4754,13.76,11.01,6
12383000,AWRE_nasdaq,5.05,4.5,6.9,122356,5.1829,5.176,N/A,N/A,3.8
100550000,ACLS_nasdaq,2.06,0.71,2.11,715783,1.8034,1.4179,N/A,N/A,2
31266000,AXTI_nasdaq,2.72,2.5,3.65,215535,2.7191,2.8408,N/A,272,4.4
5908000,BCOM_nasdaq,10.5,2.27,11.9,3668,8.682,6.4552,N/A,N/A,0.3
738000,BOSC_nasdaq,2.72,1.48,8.2,16018,2.804,3.4448,N/A,N/A,2.3
98105000,BEAV_nasdaq,69.99,36.51,70.29,908838,64.776,58.9407,19.88,16.59,3.3
277288000,BIDU_nasdaq,111.2,82.98,134.71,4271010,96.9452,94.8611,22.37,17.71,4.1
29162000,BCPC_nasdaq,47.18,31.23,48.76,74286,46.3037,42.5672,31.04,25.23,4.7
9274000,BWINA_nasdaq,26.15,21.43,26.7,568,24.2346,24.0527,N/A,N/A,5.1
9274000,BWINB_nasdaq,26.4,21.36,26.6,15771,24.622,24.0184,21.12,17.6,7
98278000,BLDP_nasdaq,2.11,0.56,2.39,1352720,1.82,1.1512,N/A,N/A,1.4
6077000,BANF_nasdaq,51.6,39.13,52.2,19402,46.8886,43.0174,15.5,15.09,6
0,BANFP_nasdaq,27.15,26.1,36.2,365,27.2037,27.2885,N/A,N/A,N/A
42935000,BKMU_nasdaq,6.53,3.87,6.6,107197,5.8451,5.4642,28.39,24.19,5.2
14191000,BOCH_nasdaq,4.92,4,5.36,16643,4.9206,4.959,9.11,8.2,1.1
4384000,BMRC_nasdaq,45.43,34.5,45.96,18571,40.8934,39.6568,14.29,14.11,3.3
3259000,BKSC_nasdaq,13.5,10.36,13.5,2656,12.9497,12.3606,N/A,N/A,3.2
2929000,BOTJ_nasdaq,8.1,5.15,8.49,1630,7.8571,7.3742,N/A,N/A,2.3
31120000,OZRK_nasdaq,46.74,30.76,46.93,163178,44.3669,41.0835,19.81,17.44,19.8
16983000,BFIN_nasdaq,9.28,6.62,9.4,28022,8.456,8.0252,37.12,N/A,10
19015000,BANR_nasdaq,36.03,20.04,36.74,122078,33.8006,31.9567,15.53,16.23,6.4
6829000,BBSI_nasdaq,60.28,19.99,62.82,55910,57.2606,51.0548,26.1,20.43,2.8
