FloatShares,Ticker,Price,52 week high,52 week low,avg Daily Volume,50 day Moving Average,200 day moving average,price/eps estimate this year,price/eps estimate next year,Short Ratio
     7750000,ADEP_nasdaq,5.80,2.38,6.25,79645,3.9974,3.5187,64.44,14.50,2.30
   468986000,ADBE_nasdaq,47.64,31.33,48.63,3024190,46.6989,44.8337,32.86,28.02,1.70
    54850000,ADTN_nasdaq,27.04,15.38,27.92,691009,25.8714,23.2398,39.19,28.17,9.40
    36838000,AEIS_nasdaq,18.22,10.80,22.94,358609,19.7537,18.9041,15.18,10.41,2.50
    41287000,ADVS_nasdaq,30.01,20.85,36.21,423111,28.7706,29.5199,23.82,22.23,2.50
    24383000,AEGR_nasdaq,91.06,13.50,97.46,539728,89.6554,62.2469,N/A,68.98,4.90
    36931000,AEGN_nasdaq,22.71,17.32,26.10,154514,22.5334,22.9254,14.84,11.30,16.40
     8105000,AEHR_nasdaq,1.83,0.66,2.05,17272,1.666,1.3215,N/A,N/A,0.50
     3351000,AEPI_nasdaq,76.00,52.29,90.57,83519,79.0297,75.9631,39.79,31.80,15.80
    17790000,AVAV_nasdaq,23.22,16.98,24.64,208583,22.6269,20.5307,82.93,45.53,11.60
    29350000,AEZS_nasdaq,1.57,1.35,5.64,404211,1.4631,1.8235,31.40,N/A,1.70
     9637000,ATRM_nasdaq,0.34,0.13,0.99,14688,0.3791,0.5931,N/A,N/A,0.10
    21300000,AFCE_nasdaq,43.43,24.35,44.45,168384,39.7431,35.9587,30.37,25.70,5.90
    37392000,AFFY_nasdaq,1.48,0.78,27.74,1006760,1.5977,1.4506,N/A,N/A,2.30
    58232000,AFFX_nasdaq,6.11,2.96,6.51,1420230,5.2051,4.3624,67.89,40.73,3.90
    24975000,AGEN_nasdaq,2.72,2.45,5.40,340675,3.4883,3.9465,N/A,N/A,7.20
     7902000,AGYS_nasdaq,12.00,7.23,14.24,48797,11.5511,11.2721,120.00,150.00,7.10
    35068000,AIRM_nasdaq,42.95,32.24,50.61,497162,39.2377,39.8283,23.73,15.39,15.10
     1574000,AIRT_nasdaq,10.92,8.08,10.99,5683,10.5357,9.9927,N/A,N/A,0.50
    45608000,ATSG_nasdaq,6.75,3.38,7.19,188355,6.5266,6.1575,12.74,11.07,4.90
    26280000,AMCN_nasdaq,1.80,1.48,2.59,43606,1.7994,1.8289,60.00,20.00,0.30
    93463000,AIXG_nasdaq,17.64,11.21,18.06,62231,16.5351,15.5749,N/A,147.00,17.80
   172502000,AKAM_nasdaq,50.57,32.63,51.32,1687430,47.2131,42.4612,25.80,22.78,6.90
    70905000,AKRX_nasdaq,18.24,11.73,19.46,706888,16.5969,14.6384,32.57,22.80,13.90
    45920000,ALSK_nasdaq,2.59,1.55,3.90,1165330,3.088,2.0966,2.98,25.90,0.30
    17000000,AMRI_nasdaq,11.81,3.36,13.90,398280,11.7946,11.1676,18.45,19.05,5.00
     2387000,ALCS_nasdaq,14.10,6.53,15.25,16470,14.3551,10.2023,N/A,N/A,2.00
   193191000,ALXN_nasdaq,114.21,81.82,125.65,1461790,111.025,100.208,37.57,34.19,1.70
    15819000,ALXA_nasdaq,5.12,3.78,6.65,242106,4.698,4.5515,N/A,N/A,10.40
     2467000,ALCO_nasdaq,42.12,30.27,47.60,13247,42.7311,43.6354,15.15,42.12,6.60
    61612000,ALGN_nasdaq,47.12,23.45,47.63,607812,44.2791,37.3083,36.81,31.00,6.00
     5857000,ALIM_nasdaq,3.71,1.26,5.69,124192,3.9026,3.866,N/A,N/A,10.90
   134674000,ALKS_nasdaq,34.41,18.00,35.58,1262380,33.3177,29.2183,N/A,N/A,2.40
    13736000,ALGT_nasdaq,96.53,61.63,109.72,107089,96.0943,94.0756,19.50,15.77,5.60
     3415000,ALLB_nasdaq,14.49,12.01,15.50,6384,14.6654,13.9125,N/A,N/A,2.10
     3259000,AFOP_nasdaq,39.39,8.80,42.50,392781,34.6734,22.6076,22.13,20.20,1.80
     4607000,AIQ_nasdaq,23.44,5.70,26.25,88147,22.9106,14.9432,N/A,N/A,1.20
           0,AHGP_nasdaq,61.55,43.52,66.27,35166,62.7271,59.0423,15.90,15.70,4.40
    20772000,ARLP_nasdaq,76.59,52.21,78.99,54994,76.0571,70.8266,10.43,10.76,5.40
     4453000,AHPI_nasdaq,2.27,2.19,3.33,3616,2.5046,2.6659,N/A,N/A,0.30
     4450000,AMOT_nasdaq,8.08,6.24,8.98,15898,7.6957,7.1382,N/A,N/A,0.10
    29782000,ALLT_nasdaq,12.49,10.75,27.45,396977,13.018,12.7991,83.27,26.02,4.60
   162617000,MDRX_nasdaq,14.83,8.85,16.43,2393650,15.256,14.0119,42.37,25.57,3.30
     8195000,AFAM_nasdaq,18.95,17.66,22.00,37322,19.196,19.7224,15.41,17.23,8.30
    53296000,ALNY_nasdaq,55.52,14.88,58.34,664947,50.5749,34.215,N/A,N/A,5.20
    20335000,AOSL_nasdaq,8.24,6.64,9.39,58133,7.6131,7.9946,N/A,N/A,4.30
    61171000,ATEC_nasdaq,1.96,1.41,2.41,131167,2.0654,2.0301,N/A,N/A,6.90
           0,ASDR_nasdaq,53.47,50.33,50.97,1455,50.4455,50.4455,N/A,N/A,N/A
           0,EMDR_nasdaq,49.48,49.30,52.83,5918,50.6545,50.6545,N/A,N/A,N/A
           0,RUDR_nasdaq,50.40,47.82,52.00,5673,50.1836,50.1836,N/A,N/A,N/A
     4567000,ALTI_nasdaq,2.4675,2.02,4.80,8622,2.2554,2.2842,N/A,N/A,12.90
   318334000,ALTR_nasdaq,38.80,29.59,38.97,3029900,36.048,34.2007,27.52,21.68,2.60
N/A,ALTE_nasdaq,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A
    12679000,ASPS_nasdaq,134.43,66.97,138.00,127648,127.952,97.1991,23.79,16.41,1.20
     1368000,APSA_nasdaq,17.85,13.35,19.68,1709,18.5534,16.3659,N/A,N/A,3.00
    25922000,AIMC_nasdaq,26.28,15.78,31.34,146450,25.3083,26.9014,16.02,13.14,6.70
     5912000,ALVR_nasdaq,0.5886,0.18,6.10,586525,0.4789,2.0509,N/A,N/A,N/A
    15966000,AMAG_nasdaq,24.99,13.85,25.67,81997,23.6571,22.2242,N/A,N/A,6.60
   171963000,AMRN_nasdaq,6.60,5.12,14.30,4219920,6.0394,6.6948,N/A,N/A,6.20
   369317000,AMZN_nasdaq,298.86,218.18,313.62,2517600,294.171,277.167,347.51,106.74,2.30
    15806000,AMBA_nasdaq,17.44,5.55,19.44,1116680,16.148,15.3337,18.36,15.57,1.50
    12093000,EPAX_nasdaq,3.53,3.17,5.75,21802,3.4834,3.7145,N/A,N/A,4.30
     3842000,AMBT_nasdaq,2.21,1.53,5.79,30984,2.67,2.4904,N/A,N/A,1.10
    54485000,AMCX_nasdaq,62.60,40.00,72.46,442602,65.324,64.4041,19.50,16.05,3.40
    31186000,AMED_nasdaq,17.11,8.81,18.70,513486,15.9531,12.569,30.55,38.02,6.20
     5944000,UHAL_nasdaq,167.98,98.74,182.77,55028,169.162,167.091,11.16,N/A,1.20
     2462000,ASBI_nasdaq,10.95,6.00,11.55,3991,10.8677,9.9627,N/A,N/A,0.40
    42568000,ATAX_nasdaq,7.04,5.81,7.35,70189,6.9583,6.9344,N/A,N/A,0.70
  1313806000,AMOV_nasdaq,19.93,18.00,26.60,6681,20.334,20.4752,N/A,N/A,0.60
   395129000,AGNC_nasdaq,23.32,20.20,36.77,8036520,22.5363,26.9776,N/A,N/A,1.20
   395129000,AGNCP_nasdaq,25.65,24.13,27.42,50678,25.1823,25.8754,N/A,N/A,N/A
    52102000,MTGE_nasdaq,20.13,16.01,26.71,1236220,19.7423,22.0381,6.17,6.43,1.30
   282781000,ACAS_nasdaq,13.07,11.12,15.24,2733730,13.0609,13.6572,14.85,13.61,0.70
     3113000,ANCI_nasdaq,1.75,1.38,2.10,5038,1.8466,1.896,N/A,N/A,2.10
     3700000,AETI_nasdaq,6.86,4.38,9.00,60364,7.232,6.3943,11.63,9.80,0.30
     1567000,AMIC_nasdaq,9.83,3.67,9.94,4294,8.3874,7.3345,N/A,N/A,2.90
     7511000,AMNB_nasdaq,21.48,18.50,25.90,19677,22.8597,22.1034,10.79,13.59,13.90
    13299000,ANAT_nasdaq,100.25,63.68,116.32,21555,109.138,97.994,N/A,N/A,4.60
     5085000,APFC_nasdaq,49.26,11.00,51.99,79855,44.83,30.5001,20.87,19.78,1.80
    16894000,APEI_nasdaq,39.38,29.20,42.17,98291,39.3411,36.9542,15.63,14.32,14.80
     9450000,ARII_nasdaq,35.71,25.85,47.10,317352,36.0006,37.1181,9.06,8.36,6.90
   182203000,ARCP_nasdaq,12.40,11.64,18.05,3410640,13.4103,14.8476,53.91,11.38,2.70
     6559000,AMRB_nasdaq,8.60,6.21,9.53,5464,8.8206,8.2088,28.67,26.06,0.90
     7712000,ASEI_nasdaq,56.78,55.28,70.00,25591,59.0703,60.1513,25.35,26.53,6.40
    22793000,AMSWA_nasdaq,8.23,7.16,9.25,41216,8.3606,8.4359,24.21,19.60,7.10
    47866000,AMSC_nasdaq,2.47,2.12,4.23,583484,2.494,2.5775,N/A,N/A,9.60
    10721000,AMWD_nasdaq,35.21,19.00,39.49,115914,34.9571,34.6445,20.71,14.79,4.20
     8023000,CRMT_nasdaq,43.915,35.89,50.59,35788,42.7814,44.9408,12.69,11.26,18.50
    22989000,ABCB_nasdaq,18.82,10.21,19.84,71639,19.1423,16.4649,18.45,11.84,16.20
    17798000,AMSF_nasdaq,33.26,22.00,38.86,59400,33.828,34.0897,16.80,13.04,2.30
    15101000,ASRV_nasdaq,3.20,2.66,3.39,18738,3.0834,3.0554,N/A,N/A,6.40
           0,ASRVP_nasdaq,26.33,25.01,29.48,648,26.5197,26.3956,N/A,N/A,N/A
           0,ASCA_nasdaq,26.50,16.48,27.18,446330,26.4243,26.3464,N/A,N/A,N/A
     8992000,ATLO_nasdaq,21.17,18.39,23.94,16275,21.4417,21.1729,N/A,N/A,10.00
   752663000,AMGN_nasdaq,113.46,80.60,116.25,3304640,109.232,103.363,15.63,14.06,2.70
    25777000,FOLD_nasdaq,2.77,2.06,6.82,359658,2.6066,2.8542,N/A,N/A,13.30
   124280000,AMKR_nasdaq,4.24,3.55,5.04,822700,4.2054,4.2262,10.34,6.42,15.80
    28247000,AMPE_nasdaq,7.36,2.88,7.54,287838,6.3863,5.4719,N/A,N/A,15.90
    31325000,AMSG_nasdaq,38.02,25.00,41.00,93491,38.9337,35.7104,17.28,15.21,9.40
     8869000,ASYS_nasdaq,7.04,2.90,7.93,48372,6.4849,5.1404,N/A,N/A,1.70
    38465000,AFSI_nasdaq,36.00,21.7273,41.72,437473,37.4153,32.986,11.69,10.26,20.90
    31012000,AMRS_nasdaq,2.61,2.16,4.23,160894,2.682,2.8269,N/A,N/A,42.70
    31325000,ANAC_nasdaq,10.56,3.00,11.76,353908,9.45,6.6701,N/A,N/A,7.10
    80294000,ANAD_nasdaq,1.89,1.14,2.87,460231,1.9297,2.0151,N/A,N/A,2.70
   307529000,ADI_nasdaq,47.96,37.82,50.00,1745270,48.0763,46.1842,22.62,18.88,3.10
    12123000,ALOG_nasdaq,79.72,66.05,84.71,57895,74.7426,76.2638,21.55,18.04,6.80
     4432000,ANLY_nasdaq,6.40,2.74,6.46,32159,4.8066,4.0809,N/A,N/A,0.20
     8833000,ANEN_nasdaq,24.81,17.61,25.45,26394,24.4506,22.8977,15.60,13.71,5.90
     1738000,ANCB_nasdaq,15.78,11.00,19.00,1031,16.5749,16.4592,40.46,46.41,15.40
     4923000,AMCF_nasdaq,0.66,0.45,1.29,7947,0.6674,0.6545,N/A,N/A,0.40
      920000,ANDA_nasdaq,10.08,9.72,12.66,491,10.066,9.9926,N/A,N/A,N/A
           0,ANDAU_nasdaq,10.25,10.00,10.96,73,10.4914,10.1769,N/A,N/A,N/A
           0,ANDAW_nasdaq,0.46,0.00,0.00,0,0.00,0.00,N/A,N/A,N/A
    53333000,ANGI_nasdaq,21.18,8.95,28.32,1154070,21.9897,22.6096,N/A,68.32,10.50
    16416000,ANGO_nasdaq,11.23,9.52,12.91,79294,11.436,11.1734,35.09,28.07,6.60
    12277000,ANIK_nasdaq,23.94,9.13,27.80,218488,23.5309,17.1898,20.82,18.56,1.50
    91688000,ANSS_nasdaq,88.31,63.22,89.71,272556,85.6203,78.7915,28.86,26.44,4.90
    92213000,ATRS_nasdaq,4.34,3.35,4.73,793412,4.4234,4.0239,N/A,N/A,15.30
    15271000,ANTH_nasdaq,3.65,3.11,10.32,118758,3.7089,4.42,N/A,N/A,3.70
     7513000,APAGF_nasdaq,15.01,8.82,19.16,34711,15.4583,12.9389,N/A,N/A,2.80
    23343000,ATNY_nasdaq,2.85,2.31,3.24,95797,2.8971,2.7266,N/A,20.36,2.50
    26396000,APOG_nasdaq,28.09,16.62,30.26,196572,27.6534,26.8048,29.26,18.12,8.00
    99118000,APOL_nasdaq,20.82,15.98,30.05,2640970,19.3997,18.701,7.31,11.57,11.20
           0,AINV_nasdaq,8.33,7.21,9.08,1884610,8.05,8.2676,9.57,9.69,3.00
   908088000,AAPL_nasdaq,472.69,385.10,705.07,12560400,481.373,444.53,12.09,11.12,1.70
     4496000,ARCI_nasdaq,2.90,1.10,3.90,41383,2.7997,2.0803,N/A,N/A,0.10
  1195477000,AMAT_nasdaq,15.93,9.95,16.78,11876100,15.7114,14.8274,27.00,14.35,1.40
    64646000,AMCC_nasdaq,12.37,4.28,13.11,987736,11.6563,9.0861,103.08,26.89,3.50
    34860000,AREX_nasdaq,24.50,22.24,34.50,481202,24.7331,25.1176,66.22,34.03,13.90
    34956000,APRI_nasdaq,2.03,1.87,3.49,248178,2.1614,2.4861,N/A,N/A,19.10
           0,AQU_nasdaq,10.0301,7.00,10.07,194,10.0137,9.7896,N/A,N/A,0.80
           0,AQUUU_nasdaq,10.35,9.50,10.40,395,10.3103,10.1598,N/A,N/A,N/A
           0,AQUUW_nasdaq,0.22,0.00,0.00,0,0.00,0.00,N/A,N/A,N/A
     4338000,ARCW_nasdaq,6.20,4.61,7.25,558,5.0594,5.175,N/A,N/A,1.60
     9462000,ABIO_nasdaq,1.37,1.13,5.94,235288,1.3671,1.8767,N/A,N/A,0.90
   117534000,ACGL_nasdaq,52.96,40.77,55.87,347338,53.6409,52.5157,14.71,15.76,8.70
    13051000,ACAT_nasdaq,56.19,32.12,58.26,107375,55.7934,47.6844,16.77,15.02,4.60
     1197000,ARDNA_nasdaq,133.40,84.17,136.99,2053,132.613,112.078,N/A,N/A,12.40
   216965000,ARNA_nasdaq,5.87,5.72,11.00,5217210,6.8209,7.6985,N/A,N/A,14.70
           0,ARCC_nasdaq,17.39,16.03,18.67,1513570,17.55,17.5967,11.15,10.73,N/A
    26098000,AGII_nasdaq,41.61,0.00,0.00,0,0.00,0.00,14.35,12.13,3.50
           0,AGIIL_nasdaq,22.12,21.85,26.00,14383,22.7497,24.3369,N/A,N/A,N/A
   179116000,ARIA_nasdaq,21.32,15.35,25.40,2427120,19.1489,18.8069,N/A,N/A,8.10
     1807000,ARKR_nasdaq,22.10,15.46,22.48,3427,21.266,21.1225,N/A,N/A,2.60
    24063000,ABFS_nasdaq,27.56,6.43,28.10,509473,24.1369,17.978,106.00,16.40,5.00
   464241000,ARMH_nasdaq,46.69,27.12,50.56,2873760,41.7117,42.1505,45.33,35.11,3.10
    12112000,ARTX_nasdaq,2.18,0.82,2.71,176011,1.8351,1.4125,N/A,N/A,0.10
    54858000,ARQL_nasdaq,2.19,1.98,5.58,383834,2.5103,2.6228,N/A,N/A,9.50
    91181000,ARRY_nasdaq,6.09,3.25,7.10,1751730,6.152,5.3919,N/A,N/A,4.50
   114565000,ARRS_nasdaq,16.13,12.40,17.98,1179570,15.9797,16.034,10.75,8.23,6.50
    11593000,AROW_nasdaq,25.97,22.86,27.75,28239,26.1363,25.1373,15.19,14.59,23.90
    18571000,ARWR_nasdaq,4.67,1.65,4.98,327639,4.1787,2.6515,N/A,N/A,1.60
     7808000,ARTNA_nasdaq,22.34,19.78,24.43,14950,22.4163,22.4033,21.08,18.16,10.10
    25533000,ARTC_nasdaq,34.06,29.33,37.49,105938,34.0451,34.7199,23.65,22.41,3.10
     2251000,ARTW_nasdaq,7.00,5.23,8.44,5372,6.9903,6.9154,N/A,N/A,0.30
   108836000,ARUN_nasdaq,17.89,12.38,26.78,2000350,17.8669,19.0703,27.11,20.10,6.00
     3264000,ASBB_nasdaq,16.70,14.43,17.85,3200,17.1086,16.7196,N/A,N/A,3.30
   126243000,ASNA_nasdaq,16.49,15.95,22.18,1161530,17.2854,18.2181,14.72,11.95,7.20
    12653000,ASCMA_nasdaq,78.52,51.92,84.50,51298,76.9629,73.5167,N/A,1308.67,11.30
    36966000,ASTI_nasdaq,0.807,0.49,2.09,795181,0.8637,0.7594,N/A,N/A,3.80
    40373000,AERL_nasdaq,4.03,2.4043,4.6126,170322,4.0591,3.9086,4.74,3.44,7.40
     3340000,APWC_nasdaq,3.7304,2.56,4.50,6231,4.0428,3.7643,N/A,N/A,0.60
    51399000,ASIA_nasdaq,11.61,9.75,12.15,177562,11.5246,11.5511,10.27,10.65,7.30
    50768000,ASMI_nasdaq,33.23,30.54,40.96,10352,32.1586,34.0132,11.62,11.74,1.00
   359087000,ASML_nasdaq,92.67,48.73,94.01,934914,90.4471,79.7298,31.20,19.93,3.60
    92527000,AZPN_nasdaq,34.86,23.92,36.54,478994,33.5411,31.3509,53.63,37.89,5.00
N/A,AACC_nasdaq,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A
   164138000,ASBC_nasdaq,15.71,12.13,17.62,1081550,16.6966,15.5494,14.68,14.82,7.90
           0,ASBCW_nasdaq,1.82,0.90,2.85,5767,2.2989,1.767,N/A,N/A,N/A
     8815000,ASFI_nasdaq,8.72,7.95,10.49,38881,8.7074,9.0755,N/A,N/A,4.30
     1418000,ATEA_nasdaq,2.5482,1.92,4.71,4158,2.4871,2.6394,N/A,N/A,0.60
    18793000,ASTE_nasdaq,35.08,26.09,37.50,61645,35.0929,34.9103,18.76,15.80,5.50
    89174000,ASTX_nasdaq,8.76,2.14,9.39,2841160,6.2597,5.3267,N/A,N/A,6.60
     4942000,ALOT_nasdaq,11.90,8.23,12.39,6731,11.524,10.767,N/A,N/A,0.50
    12517000,ATRO_nasdaq,47.67,19.25,48.96,88592,43.6426,35.9841,23.60,17.66,2.70
    14370000,ASTC_nasdaq,0.78,0.61,1.24,30694,0.7383,0.7644,N/A,N/A,0.40
     3965000,ASUR_nasdaq,4.60,4.25,7.47,8998,5.0257,5.6596,N/A,76.67,0.50
     8237000,ATAI_nasdaq,4.88,3.70,6.99,7145,5.0017,4.4151,19.52,18.77,0.20
    36193000,ATHN_nasdaq,112.84,56.33,117.54,457452,110.741,97.2973,110.63,78.91,14.90
     1274000,AFCB_nasdaq,17.64,15.63,19.01,1888,17.9323,17.9971,N/A,N/A,3.40
    50461000,ATHX_nasdaq,1.79,0.95,2.42,337931,1.7217,1.7376,N/A,N/A,3.10
     6821000,AAME_nasdaq,3.9376,2.52,4.19,7078,3.8691,3.6718,N/A,N/A,0.10
     1643000,ACFC_nasdaq,3.83,1.46,6.88,5255,4.2714,4.7135,N/A,N/A,0.30
     9686000,ATNI_nasdaq,48.02,34.92,55.69,35191,48.8066,49.3034,21.93,24.01,5.60
     5785000,ATLC_nasdaq,3.664,3.02,4.33,5770,3.6934,3.6727,N/A,N/A,264.30
    24735000,AAWW_nasdaq,47.09,36.61,56.99,222145,45.4626,43.9002,9.93,8.48,3.30
     6418000,AFH_nasdaq,9.85,5.80,10.68,21603,9.7757,7.9969,17.28,10.37,0.20
   409542000,ATML_nasdaq,7.66,4.37,8.40,5107320,7.5837,7.2023,26.41,13.21,2.70
    31137000,ATMI_nasdaq,25.13,17.59,27.53,144050,24.7937,23.6399,20.27,15.91,2.80
    10553000,ATOS_nasdaq,4.70,3.44,12.40,80458,4.6191,5.9889,N/A,N/A,1.20
    18052000,ATRC_nasdaq,9.94,5.90,10.18,83109,9.5509,8.9991,N/A,N/A,5.50
     1569000,ATRI_nasdaq,242.42,185.16,252.00,2020,245.942,218.348,N/A,N/A,12.10
     9357000,ATTU_nasdaq,7.70,4.42,8.29,33848,7.016,6.2399,N/A,N/A,0.90
     2383000,AUBN_nasdaq,23.35,20.51,24.94,1803,23.3689,22.3011,N/A,N/A,0.90
     9942000,ADNC_nasdaq,11.04,5.51,16.91,192948,10.796,13.3966,31.54,35.61,1.80
    25604000,AUDC_nasdaq,6.55,2.02,7.07,250350,5.8294,4.519,50.38,32.75,0.60
    24707000,ADAT_nasdaq,0.88,0.53,1.50,36045,0.8874,0.9834,N/A,N/A,11.60
     7308000,ABTL_nasdaq,7.25,3.48,7.88,50373,6.2051,4.9489,34.52,20.14,0.40
   222422000,ADSK_nasdaq,37.88,30.20,41.72,2797380,36.5051,37.2416,21.65,19.53,2.00
   481070000,ADP_nasdaq,74.18,54.02,74.51,1731300,72.3069,68.8039,23.47,21.19,2.10
    29706000,AMAP_nasdaq,14.46,9.65,17.95,683462,13.7071,12.1474,48.20,90.38,1.00
    38673000,AUXL_nasdaq,18.27,13.87,25.54,830766,18.2617,16.9943,39.72,16.76,5.10
   246593000,AVGO_nasdaq,39.03,30.50,39.74,2164720,37.5843,35.9969,13.84,11.90,1.90
   143253000,AVNR_nasdaq,4.99,2.07,6.00,2928810,4.9686,3.8744,N/A,N/A,9.20
    42559000,AVEO_nasdaq,2.09,2.03,11.45,634441,2.2277,4.0113,N/A,N/A,7.60
    55022000,AVNW_nasdaq,2.61,2.20,3.90,332083,2.6017,2.8564,20.08,11.86,1.60
    31097000,AVID_nasdaq,5.56,5.29,10.04,102969,5.678,6.2908,N/A,N/A,9.30
    96717000,CAR_nasdaq,29.68,15.10,34.21,1728200,29.0777,29.3908,13.37,10.56,7.00
    12438000,AWRE_nasdaq,5.27,4.50,6.90,102723,5.0694,5.0269,N/A,N/A,4.10
   107066000,ACLS_nasdaq,2.24,0.82,2.32,734566,2.0226,1.6111,N/A,12.44,1.90
    31200000,AXTI_nasdaq,2.42,2.27,3.57,197039,2.4429,2.7239,N/A,N/A,1.10
     5978000,BCOM_nasdaq,13.65,3.62,16.85,5911,12.9369,8.7326,N/A,N/A,0.80
      637000,BOSC_nasdaq,4.07,1.48,8.20,46688,3.6254,3.2406,N/A,N/A,0.20
    91738000,BEAV_nasdaq,73.34,40.83,74.10,839784,70.6143,64.0817,20.60,17.18,5.20
   277353000,BIDU_nasdaq,144.50,82.98,148.25,4084150,136.659,103.833,28.90,23.12,1.60
    29375000,BCPC_nasdaq,49.07,31.23,53.75,64967,50.076,45.8836,32.07,26.24,5.00
     9290000,BWINA_nasdaq,23.29,22.01,26.70,352,23.9826,24.0716,N/A,N/A,1.20
     9290000,BWINB_nasdaq,23.65,21.36,27.75,20388,24.6371,24.3706,18.92,15.77,4.30
    98415000,BLDP_nasdaq,1.60,0.56,2.39,796828,1.7697,1.4557,N/A,N/A,3.00
     6072000,BANF_nasdaq,52.01,39.13,53.73,21708,52.6251,46.0662,15.43,15.21,7.80
           0,BANFP_nasdaq,26.76,26.10,34.75,414,27.2657,27.3063,N/A,N/A,N/A
    42948000,BKMU_nasdaq,6.08,3.87,6.75,110372,6.22,5.7724,26.43,24.32,3.20
    13858000,BOCH_nasdaq,5.51,4.25,5.59,21442,5.2551,5.0745,10.20,9.18,1.10
