"FLWS_nasdaq","Florists"
"PDH_nyse","Commodity Chemicals - NEC"
"PQ_nyse","Oil &amp; Gas Exploration and Production - NEC"
"PFE_nyse","Pharmaceuticals - NEC"
"PMC_nyse","Drug Retailers - NEC"
"PHH_nyse","Business Support Services - NEC"
"PM_nyse","Tobacco - NEC"
"PHI_nyse","Integrated Telecommunications Services - NEC"
"PSX_nyse","Oil &amp; Gas Refining and Marketing - NEC"
"PNX_nyse","Wealth Management"
"FENG_nyse","Broadcasting - NEC"
"PNY_nyse","Natural Gas Utilities - NEC"
"PDM_nyse","Office REITs"
"PIR_nyse","Home Furnishings Retailers - NEC"
"PIKE_nyse","Smart Grid &amp; Power Distribution Construction"
"PCQ_nyse","Closed End Funds"
"PCK_nyse","Closed End Funds"
"PZC_nyse","Closed End Funds"
"PCM_nyse","Closed End Funds"
"PTY_nyse","Closed End Funds"
"PCN_nyse","Closed End Funds"
"PCI_nyse","Closed End Funds"
"PDI_nyse","Closed End Funds"
"PGP_nyse","Closed End Funds"
"PHK_nyse","Closed End Funds"
"PKO_nyse","Closed End Funds"
"PFL_nyse","Closed End Funds"
"PFN_nyse","Closed End Funds"
"PMF_nyse","Closed End Funds"
"PML_nyse","Closed End Funds"
"PMX_nyse","Closed End Funds"
"PNF_nyse","Closed End Funds"
"PNI_nyse","Closed End Funds"
"PYN_nyse","Closed End Funds"
"PNK_nyse","Casinos &amp; Gaming - NEC"
"PF_nyse","Frozen Food Manufacturing"
"PNW_nyse","Electric Utilities - NEC"
"PES_nyse","Oil &amp; Gas Drilling - NEC"
"PHD_nyse","Closed End Funds"
"PHT_nyse","Closed End Funds"
"MAV_nyse","Closed End Funds"
"MHI_nyse","Closed End Funds"
"PXD_nyse","Oil &amp; Gas Exploration and Production - NEC"
"PSE_nyse","Renewable Energy Equipment &amp; Services - NEC"
"PJC_nyse","Investment Banking"
"PBI_nyse","Office Equipment - NEC"
"PAA_nyse","Oil &amp; Gas Refining and Marketing - NEC"
"PXP_nyse","Oil &amp; Gas Exploration and Production - NEC"
"PLT_nyse","Communications &amp; Networking - NEC"
"PTP_nyse","Property &amp; Casualty Reinsurance"
"PCL_nyse","Wood Products"
"PNC_nyse","Banks - NEC"
"PNM_nyse","Electric Utilities - NEC"
"PII_nyse","Recreational Products - NEC"
"POL_nyse","Diversified Chemicals"
"PPO_nyse","Automotive Batteries"
"POR_nyse","Electric Utilities - NEC"
"PT_nyse","Integrated Telecommunications Services - NEC"
"PKX_nyse","Steel - NEC"
"POST_nyse","Breakfast Cereal Manufacturing"
"PPS_nyse","Residential REITs"
"PPS^A_nyse","Residential REITs"
"POT_nyse","Agricultural Chemicals - NEC"
"PPG_nyse","Commodity Chemicals - NEC"
"PPL_nyse","Multiline Utilities - NEC"
"PX_nyse","Commodity Chemicals - NEC"
"PCP_nyse","Aerospace &amp; Defense - NEC"
"PDS_nyse","Oil &amp; Gas Drilling - NEC"
"PGI_nyse","Wireless Telecom"
"PBH_nyse","Pharmaceuticals - NEC"
"PVG_nyse","Integrated Mining"
"PRI_nyse","Life Insurance"
"PPP_nyse","Integrated Mining"
"PTGI_nyse","Integrated Telecommunications Services - NEC"
"PFG_nyse","Life &amp; Health Insurance - NEC"
"PFG^B_nyse","Life &amp; Health Insurance - NEC"
"PRA_nyse","Property &amp; Casualty Insurance - NEC"
"PG_nyse","Personal Products - NEC"
"PGR_nyse","Insurance - Automobile"
"BIN_nyse","Waste Management, Disposal &amp; Recycling Services"
"PLD_nyse","Industrial REITs"
"PRO_nyse","Enterprise Software"
"PB_nyse","Commercial Banks"
"PL_nyse","Life &amp; Health Insurance - NEC"
"PRLB_nyse","IT Services &amp; Consulting - NEC"
"PFS_nyse","Commercial Banks"
"PBNY_nyse","Commercial Banks"
"PRU_nyse","Life &amp; Health Insurance - NEC"
"GHY_nyse","Closed End Funds"
"PUK_nyse","Life &amp; Health Insurance - NEC"
"PSB_nyse","Commercial REITs - NEC"
"PEG_nyse","Electric Utilities - NEC"
"PSA_nyse","Self-Storage REITs"
"PULS_nyse","Electronic Repair Services"
"PHM_nyse","Homebuilding - NEC"
"PBYI_nyse","Biotechnology &amp; Medical Research - NEC"
"PCF_nyse","Closed End Funds"
"PMM_nyse","Closed End Funds"
"PIM_nyse","Closed End Funds"
"PMO_nyse","Closed End Funds"
"PPT_nyse","Closed End Funds"
"PVH_nyse","Apparel &amp; Accessories - NEC"
"PVR_nyse","Coal - NEC"
"PZN_nyse","Investment Management"
"QEP_nyse","Integrated Oil &amp; Gas"
"QIHU_nyse","IT Services &amp; Consulting - NEC"
"QRE_nyse","Oil &amp; Gas Exploration and Production - NEC"
"QUAD_nyse","Commercial Printing Services - NEC"
"KWR_nyse","Commodity Chemicals - NEC"
"NX_nyse","Construction Supplies &amp; Fixtures - NEC"
"PWR_nyse","Construction &amp; Engineering - NEC"
"QTM_nyse","Computer Hardware - NEC"
"DGX_nyse","Healthcare Facilities &amp; Services - NEC"
"STR_nyse","Natural Gas Utilities - NEC"
"KWK_nyse","Unconventional Oil &amp; Gas Production"
"ZQK_nyse","Men&#39;s Clothing"
"RAX_nyse","Cloud Computing Services"
"RDN_nyse","Property &amp; Casualty Insurance - NEC"
"RSH_nyse","Computer &amp; Electronics Retailers - NEC"
"RAS_nyse","Commercial REITs - NEC"
"RAS^C_nyse","Commercial REITs - NEC"
"RALY_nyse","Cloud Computing Services"
"RL_nyse","Apparel &amp; Accessories - NEC"
"RPT_nyse","Retail REITs"
"RPT^D_nyse","Retail REITs"
"RRC_nyse","Oil &amp; Gas Exploration and Production - NEC"
"RJF_nyse","Investment Banking &amp; Brokerage Services - NEC"
"RYN_nyse","Forest &amp; Wood Products - NEC"
"RTN_nyse","Aerospace &amp; Defense - NEC"
"RCS_nyse","Closed End Funds"
"RLD_nyse","Entertainment Production Equipment &amp; Services"
"RLGY_nyse","Real Estate Services - NEC"
"O_nyse","Commercial REITs - NEC"
"O^E_nyse","Commercial REITs - NEC"
"RHT_nyse","Software - NEC"
"RLH_nyse","Hotels &amp; Motels"
"RWT_nyse","Mortgage REITs"
"ENL_nyse","Professional Information Services - NEC"
"RUK_nyse","Journals &amp; Scholarly Research"
"RBC_nyse","Electrical Components &amp; Equipment - NEC"
"RGC_nyse","Movie Theaters &amp; Movie Products"
"REG_nyse","Retail REITs"
"REG^F_nyse","Retail REITs"
"RGP_nyse","Natural Gas Distribution"
"RM_nyse","Consumer Lending - NEC"
"RF_nyse","Banks - NEC"
"RGS_nyse","Personal Care Services"
"RGA_nyse","Life &amp; Health Reinsurance"
"RS_nyse","Metal Service Centers"
"RNR_nyse","Property &amp; Casualty Reinsurance"
"RNR^C_nyse","Property &amp; Casualty Reinsurance"
"SOL_nyse","Renewable Energy Equipment &amp; Services - NEC"
"RENN_nyse","Social Media &amp; Networking"
"RNF_nyse","Fertilizer"
"RSG_nyse","Environmental Services &amp; Equipment - NEC"
"RMD_nyse","Advanced Medical Equipment &amp; Technology - NEC"
"REN_nyse","Oil Exploration &amp; Production - Onshore"
"RFP_nyse","Newsprint Mills"
"RSO_nyse","Commercial REITs - NEC"
"RSO^A_nyse","Commercial REITs - NEC"
"RH_nyse","Home Furnishings Retailers - NEC"
"RPAI_nyse","Real Estate Development &amp; Operations - NEC"
"RPAI^A_nyse","Real Estate Development &amp; Operations - NEC"
"REV_nyse","Personal Products - NEC"
"REX_nyse","Consumer Electronics Retailers"
"RXN_nyse","Industrial Machinery &amp; Equipment - NEC"
"RAI_nyse","Tobacco - NEC"
"RNO_nyse","Coal - NEC"
"RIOM_nyse","Integrated Mining"
"RIO_nyse","Integrated Mining"
"RBA_nyse","Business Support Services - NEC"
"RAD_nyse","Retail - Drugs without Grocery"
"RLI_nyse","Property &amp; Casualty Insurance - NEC"
"RLJ_nyse","Hospitality REITs"
"RRTS_nyse","Integrated Logistics Operators"
"RHI_nyse","Employment Services - NEC"
"RKT_nyse","Paper Packaging - NEC"
"ROK_nyse","Electrical Components &amp; Equipment - NEC"
"COL_nyse","Aerospace &amp; Defense - NEC"
"ROC_nyse","Specialty Chemicals - NEC"
"RCI_nyse","Wireless Telecommunications Services - NEC"
"ROG_nyse","Semiconductors - NEC"
"ROL_nyse","Pest Control Services"
"ROP_nyse","Industrial Conglomerates"
"RRMS_nyse","Oil &amp; Gas Exploration and Production - NEC"
"RST_nyse","Application Software"
"RNDY_nyse","Department Stores - NEC"
"RSE_nyse","Retail REITs"
"RDC_nyse","Oil &amp; Gas Drilling - NEC"
"RY_nyse","Banks - NEC"
"RBS_nyse","Banks - NEC"
"RCL_nyse","Hotels, Motels &amp; Cruise Lines - NEC"
"RDS/A_nyse","Integrated Oil &amp; Gas"
"RDS/B_nyse","Integrated Oil &amp; Gas"
"RMT_nyse","Closed End Funds"
"RVT_nyse","Closed End Funds"
"RES_nyse","Oil Related Services and Equipment - NEC"
"RPM_nyse","Commodity Chemicals - NEC"
"RTI_nyse","Specialty Mining &amp; Metals - NEC"
"RT_nyse","Theatres &amp; Performing Arts"
"RKUS_nyse","Wireless Telecommunications Services - NEC"
"R_nyse","Ground Freight &amp; Logistics - NEC"
"RYL_nyse","Homebuilding - NEC"
"SBR_nyse","Oil &amp; Gas Exploration and Production - NEC"
"SB_nyse","Deep Sea Freight"
"SFE_nyse","Business Support Services - NEC"
"SWY_nyse","Food Retail &amp; Distribution - NEC"
"SAI_nyse","IT Services &amp; Consulting - NEC"
"SKS_nyse","Apparel &amp; Accessories Retailers - NEC"
"CRM_nyse","Cloud Computing Services"
"SMM_nyse","Closed End Funds"
"SMF_nyse","Investment Trusts"
"SBH_nyse","Other Specialty Retailers - NEC"
"SJT_nyse","Oil &amp; Gas Exploration and Production - NEC"
"SN_nyse","Oil &amp; Gas Exploration and Production - NEC"
"SD_nyse","Oil &amp; Gas Exploration and Production - NEC"
"SDT_nyse","Oil &amp; Gas Exploration and Production - NEC"
"SDR_nyse","Oil &amp; Gas Exploration and Production - NEC"
"PER_nyse","Oil &amp; Gas Exploration and Production - NEC"
"SNY_nyse","Pharmaceuticals - NEC"
"SAP_nyse","Software - NEC"
"SPP_nyse","Paper Products - NEC"
"SAR_nyse","Investment Trusts"
"SSL_nyse","Commodity Chemicals - NEC"
"BFS_nyse","Retail REITs"
"BFS^A_nyse","Retail REITs"
"BFS^C_nyse","Retail REITs"
"SCG_nyse","Electric Utilities - NEC"
"SGK_nyse","Design Services"
"SLB_nyse","Oil Related Services and Equipment - NEC"
"SWM_nyse","Paper Products - NEC"
"STNG_nyse","Oil &amp; Gas Transportation Services - NEC"
"SMG_nyse","Agricultural Chemicals - NEC"
"SNI_nyse","Television Broadcasting"
"LBF_nyse","Closed End Funds"
"KHI_nyse","Closed End Funds"
"KMM_nyse","Closed End Funds"
"KTF_nyse","Closed End Funds"
"KST_nyse","Closed End Funds"
"KSM_nyse","Closed End Funds"
"SA_nyse","Integrated Mining"
"CKH_nyse","Oil &amp; Gas Transportation Services - NEC"
"SDRL_nyse","Oil &amp; Gas Drilling - NEC"
"SDLP_nyse","Oil Drilling - Offshore"
"SEE_nyse","Non-Paper Containers &amp; Packaging - NEC"
"SSW_nyse","Deep Sea Freight"
"SSW^C_nyse","Deep Sea Freight"
"SEAS_nyse","Amusement Parks and Zoos"
"SIR_nyse","Commercial REITs - NEC"
"SEM_nyse","Healthcare Facilities &amp; Services - NEC"
"SEMG_nyse","Oil &amp; Gas Refining and Marketing - NEC"
"SMI_nyse","Semiconductors - NEC"
"SRE_nyse","Multiline Utilities - NEC"
"ARK_nyse","Closed End Funds"
"SNH_nyse","Diversified REITs"
"ST_nyse","Business Support Supplies - NEC"
"SXT_nyse","Specialty Chemicals - NEC"
"SQNS_nyse","Semiconductors - NEC"
"SCI_nyse","Personal Services - NEC"
"NOW_nyse","IT Services &amp; Consulting - NEC"
"SJR_nyse","Broadcasting - NEC"
"SHW_nyse","Commodity Chemicals - NEC"
"SHG_nyse","Banks - NEC"
"SFL_nyse","Oil &amp; Gas Transportation Services - NEC"
"SSTK_nyse","Advertising &amp; Marketing - NEC"
"SBGL_nyse","Gold - NEC"
"SI_nyse","Industrial Conglomerates"
"SIG_nyse","Apparel &amp; Accessories Retailers - NEC"
"SBY_nyse","Residential Real Estate Services"
"SSNI_nyse","IT Services &amp; Consulting - NEC"
"SLW_nyse","Precious Metals &amp; Minerals - NEC"
"SVM_nyse","Silver Mining"
"SCR_nyse","Pharmaceuticals - NEC"
"SPG_nyse","Retail REITs"
"SSD_nyse","Construction Supplies &amp; Fixtures - NEC"
"SMS_nyse","Steel - NEC"
"SGF_nyse","Closed End Funds"
"SHI_nyse","Commodity Chemicals - NEC"
"SIX_nyse","Leisure &amp; Recreation - NEC"
"SJW_nyse","Water Supply &amp; Irrigation Systems"
"SKM_nyse","Wireless Telecommunications Services - NEC"
"SKX_nyse","Men&#39;s Footwear"
"SKH_nyse","Residential &amp; Long Term Care"
"SKY_nyse","Heavy Buses &amp; Coaches"
"SLG_nyse","Office REITs"
"SLG^C_nyse","Office REITs"
"SM_nyse","Oil &amp; Gas Exploration and Production - NEC"
"SNN_nyse","Medical Devices &amp; Implants"
"AOS_nyse","Electrical Components &amp; Equipment - NEC"
"SFD_nyse","Animal Slaughtering &amp; Processing"
"SNA_nyse","Industrial Machinery &amp; Equipment - NEC"
"SQM_nyse","Agricultural Chemicals - NEC"
"SWI_nyse","Enterprise Software"
"SLH_nyse","Software - NEC"
"SAH_nyse","Auto Vehicles, Parts &amp; Service Retailers - NEC"
"SON_nyse","Non-Paper Containers &amp; Packaging - NEC"
"SNE_nyse","Household Electronics - NEC"
"BID_nyse","E-commerce &amp; Auction Services"
"SFUN_nyse","Real Estate Services - NEC"
"SOR_nyse","Closed End Funds"
"SJI_nyse","Natural Gas Distribution"
"SXE_nyse","Oil &amp; Gas Transportation Services - NEC"
"SO_nyse","Electric Utilities - NEC"
"SCCO_nyse","Specialty Mining &amp; Metals - NEC"
"LUV_nyse","Regional Airlines"
"SWX_nyse","Natural Gas Utilities - NEC"
"SWN_nyse","Oil &amp; Gas Exploration and Production - NEC"
"SSS_nyse","Self-Storage REITs"
"CODE_nyse","Semiconductors - NEC"
"SPA_nyse","Semiconductors - NEC"
"SPE_nyse","Closed End Funds"
"SPE^_nyse","Closed End Funds"
"SE_nyse","Natural Gas Pipeline"
"SEP_nyse","Oil Related Services and Equipment - NEC"
"SPB_nyse","Electrical Components &amp; Equipment - NEC"
"TRK_nyse","Professional Sports Venues"
"SPR_nyse","Aircraft Parts Manufacturing - NEC"
"SRC_nyse","Commercial REITs - NEC"
"S_nyse","Wireless Telecommunications Services - NEC"
"SPW_nyse","Industrial Machinery &amp; Equipment - NEC"
"JOE_nyse","Real Estate Development &amp; Operations - NEC"
"STJ_nyse","Medical Devices &amp; Implants"
"STAG_nyse","Industrial REITs"
"STAG^B_nyse","Industrial REITs"
"SSI_nyse","Apparel &amp; Accessories Retailers - NEC"
"SFG_nyse","Life &amp; Health Insurance - NEC"
"SMP_nyse","Automotive Body Parts"
"SPF_nyse","Residential Builders - Single Homes"
"SR_nyse","Commercial Printing Services - NEC"
"SXI_nyse","Electrical Components &amp; Equipment - NEC"
"SWK_nyse","Industrial Machinery &amp; Equipment - NEC"
"STN_nyse","Business Support Services - NEC"
"SGU_nyse","Oil &amp; Gas Refining and Marketing - NEC"
"SRT_nyse","Data Processing Services"
"HOT_nyse","Hotels, Motels &amp; Cruise Lines - NEC"
"STWD_nyse","Mortgage REITs"
"STT_nyse","Diversified Investment Services"
"STO_nyse","Integrated Oil &amp; Gas"
"SPLP_nyse","Holding Companies - NEC"
"SCS_nyse","Business Support Supplies - NEC"
"LVB_nyse","Musical Instruments"
"SCM_nyse","Closed End Funds"
"SCL_nyse","Specialty Chemicals - NEC"
"SCL^_nyse","Specialty Chemicals - NEC"
"STE_nyse","Medical Equipment, Supplies &amp; Distribution - NEC"
"STL_nyse","Banks - NEC"
"SLT_nyse","Zinc Ore Mining"
"STC_nyse","Property Insurance"
"SF_nyse","Brokerage Services"
"SWC_nyse","Precious Metals &amp; Minerals - NEC"
"STM_nyse","Semiconductors - NEC"
"SGY_nyse","Oil &amp; Gas Exploration and Production - NEC"
"EDF_nyse","Closed End Funds"
"EDI_nyse","Closed End Funds"
"STON_nyse","Funeral Services"
"SRI_nyse","Automotive Body Parts"
"STRI_nyse","Photovoltaic Solar Systems &amp; Equipment"
"SGL_nyse","Closed End Funds"
"BEE_nyse","Hospitality REITs"
"SYK_nyse","Medical Devices &amp; Implants"
"RGR_nyse","Arms &amp; Ammunitions Manufacturing"
"SPH_nyse","Oil &amp; Gas Refining and Marketing - NEC"
"SMFG_nyse","Banks - NEC"
"INN_nyse","Hospitality REITs"
"INN^A_nyse","Hospitality REITs"
"INN^B_nyse","Hospitality REITs"
"INN^C_nyse","Hospitality REITs"
"SMLP_nyse","Oil &amp; Gas Refining and Marketing - NEC"
"SUI_nyse","Residential REITs"
"SUI^A_nyse","Residential REITs"
"SLF_nyse","Life &amp; Health Insurance - NEC"
"SXCP_nyse","Steel - NEC"
"SXC_nyse","Steel - NEC"
"SU_nyse","Oil &amp; Gas Exploration and Production - NEC"
"SXL_nyse","Oil &amp; Gas Transportation Services - NEC"
"SHO_nyse","Hospitality REITs"
"SHO^D_nyse","Hospitality REITs"
"STP_nyse","Renewable Energy Equipment &amp; Services - NEC"
"STI_nyse","Banks - NEC"
"SPN_nyse","Oil Related Services and Equipment - NEC"
"SUP_nyse","Engine &amp; Powertrain Systems"
"SVU_nyse","Food Retail &amp; Distribution - NEC"
"SUSS_nyse","Supermarkets &amp; Convenience Stores"
"SUSP_nyse","Petroleum Product Wholesale"
"SFY_nyse","Oil &amp; Gas Exploration and Production - NEC"
"SWFT_nyse","Ground Freight &amp; Logistics - NEC"
"SWZ_nyse","Closed End Funds"
"SWS_nyse","Investment Banking"
"SYA_nyse","Life &amp; Health Insurance - NEC"
"SMA_nyse","Medical Equipment, Supplies &amp; Distribution - NEC"
"SYT_nyse","Agricultural Chemicals - NEC"
"SNX_nyse","Computer Peripherals"
"SNV_nyse","Banks - NEC"
"SYY_nyse","Food Retail &amp; Distribution - NEC"
"SYX_nyse","Computer &amp; Electronics Retailers - NEC"
"TAHO_nyse","Precious Metals &amp; Minerals - NEC"
"TWN_nyse","Closed End Funds"
"TSM_nyse","Semiconductors - NEC"
"XRS_nyse","General Education Services"
"TAL_nyse","Commercial Leasing"
"TLM_nyse","Oil &amp; Gas Exploration and Production - NEC"
"TAM_nyse","Commodity Chemicals - NEC"
"SKT_nyse","Retail REITs"
"TAOM_nyse","Entertainment Production - NEC"
"NGLS_nyse","Oil &amp; Gas Refining and Marketing - NEC"
"TRGP_nyse","Natural Gas Utilities - NEC"
"TGT_nyse","Discount Stores - NEC"
"TARO_nyse","Bio Therapeutic Drugs"
"TTM_nyse","Auto &amp; Truck Manufacturers - NEC"
"TCO_nyse","Retail REITs"
"TCO^J_nyse","Retail REITs"
"TCO^K_nyse","Retail REITs"
"TMHC_nyse","Residential Real Estate Development"
"TCP_nyse","Natural Gas Pipeline"
"TCB_nyse","Banks - NEC"
"TSI_nyse","Closed End Funds"
"AMTD_nyse","Investment Banking"
"TEL_nyse","Electronic Component"
"TMH_nyse","Healthcare Facilities &amp; Services - NEC"
"TISI_nyse","Maintenance &amp; Repair Services"
"TCK_nyse","Integrated Mining"
"TE_nyse","Electric Utilities - NEC"
"TK_nyse","Sea-Borne Tankers"
"TGP_nyse","LNG Transportation &amp; Storage"
"TOO_nyse","Oil &amp; Gas Transportation Services - NEC"
"TNK_nyse","Oil &amp; Gas Transportation Services - NEC"
"TRC_nyse","Real Estate Development &amp; Operations - NEC"
"TEO_nyse","Integrated Telecommunications Services - NEC"
"TI_nyse","Integrated Telecommunications Services - NEC"
"TDY_nyse","Electronic Equipment &amp; Parts - NEC"
"TFX_nyse","Medical Supplies"
"VIV_nyse","Integrated Telecommunications Services - NEC"
"TEF_nyse","Integrated Telecommunications Services - NEC"
"TDS_nyse","Wireless Telecommunications Services - NEC"
"TU_nyse","Integrated Telecommunications Services - NEC"
"TDF_nyse","Closed End Funds"
"EMF_nyse","Closed End Funds"
"TEI_nyse","Closed End Funds"
"GIM_nyse","Closed End Funds"
"TRF_nyse","Closed End Funds"
"TPX_nyse","Furniture"
"TS_nyse","Construction &amp; Engineering - NEC"
"THC_nyse","Healthcare Facilities &amp; Services - NEC"
"TNC_nyse","Industrial Machinery"
"TEN_nyse","Auto, Truck &amp; Motorcycle Parts - NEC"
"TDC_nyse","IT Services &amp; Consulting - NEC"
"TER_nyse","Semiconductor Testing Equipment &amp; Service"
"TEX_nyse","Heavy Machinery &amp; Vehicles - NEC"
"TX_nyse","Iron, Steel Mills &amp; Foundries"
"TNH_nyse","Fertilizer"
"TRNO_nyse","Industrial REITs"
"TSO_nyse","Oil &amp; Gas Refining and Marketing - NEC"
"TLLP_nyse","Oil &amp; Gas Transportation Services - NEC"
"TTI_nyse","Oil Related Services and Equipment - NEC"
"TEVA_nyse","Pharmaceuticals - NEC"
"TXI_nyse","Construction Materials - NEC"
"TPL_nyse","Oil &amp; Gas Exploration and Production - NEC"
"TGH_nyse","Corporate Financial Services - NEC"
"TXT_nyse","Commercial Aircraft Manufacturing"
"TTF_nyse","Closed End Funds"
"ACTV_nyse","Cloud Computing Services"
"AES_nyse","Electric Utilities - NEC"
"BX_nyse","Investment Management"
"CSFS_nyse","Consumer Lending - NEC"
"SCHW_nyse","Investment Banking &amp; Brokerage Services - NEC"
"CEB_nyse","Business Support Services - NEC"
"SRV_nyse","Closed End Funds"
"SRF_nyse","Closed End Funds"
"DNY_nyse","Closed End Funds"
"GRX_nyse","Closed End Funds"
"GRX^A_nyse","Closed End Funds"
"GDL_nyse","Closed End Funds"
"THG_nyse","Property &amp; Casualty Insurance - NEC"
"TRV_nyse","Property &amp; Casualty Insurance - NEC"
"TGX_nyse","Medical Supplies"
"TMO_nyse","Advanced Medical Equipment &amp; Technology - NEC"
"THR_nyse","Heating, Ventilation &amp; Air Conditioning Systems"
"TPGI_nyse","Office Real Estate Development"
"TC_nyse","Integrated Mining"
"TRI_nyse","Professional Information Services - NEC"
"THO_nyse","Recreational Products - NEC"
"TDW_nyse","Oil Related Services and Equipment - NEC"
"TIF_nyse","Jewelry &amp; Watch Retailers"
"TLYS_nyse","Apparel &amp; Accessories Retailers - NEC"
"THI_nyse","Quick Service Restaurants"
"TSU_nyse","Wireless Telecommunications Services - NEC"
"TWC_nyse","Broadcasting - NEC"
"TWX_nyse","Broadcasting - NEC"
"TKR_nyse","Industrial Machinery &amp; Equipment - NEC"
"TWI_nyse","Auto, Truck &amp; Motorcycle Parts - NEC"
"TJX_nyse","Discount Stores without groceries"
"TMS_nyse","Business Support Services - NEC"
"TOL_nyse","Homebuilding - NEC"
"TR_nyse","Chocolate &amp; Confectionery"
"TMK_nyse","Life Insurance"
"TTC_nyse","Agricultural Machinery"
"TD_nyse","Banks - NEC"
"TYY_nyse","Closed End Funds"
"NDP_nyse","Closed End Funds"
"TYG_nyse","Closed End Funds"
"NTG_nyse","Closed End Funds"
"TYN_nyse","Closed End Funds"
"TTP_nyse","Investment Trusts"
"TPZ_nyse","Closed End Funds"
"TSS_nyse","IT Services &amp; Consulting - NEC"
"TOT_nyse","Oil &amp; Gas Exploration and Production - NEC"
