FloatShares,Ticker,Price,52 week high,52 week low,avg Daily Volume,50 day Moving Average,200 day moving average,price/eps estimate this year,price/eps estimate next year,Short Ratio
    38056000,AEGN_nasdaq,22.68,17.32,26.10,166263,23.5239,23.1623,14.82,11.28,15.10
     7844000,AEHR_nasdaq,1.63,0.66,2.05,17063,1.5142,1.284,N/A,N/A,0.40
     3351000,AEPI_nasdaq,81.01,44.60,85.80,26165,76.1795,75.8361,42.41,33.90,8.70
    17308000,AVAV_nasdaq,22.99,16.98,24.88,228525,21.4037,20.0174,57.47,45.98,8.70
    23797000,AEZS_nasdaq,1.43,1.35,5.64,361849,1.7497,2.0494,N/A,N/A,8.60
     9637000,ATRM_nasdaq,0.37,0.13,1.17,11469,0.4939,0.6365,N/A,N/A,N/A
    21189000,AFCE_nasdaq,37.91,22.21,38.59,178986,36.7244,35.1744,27.27,23.40,3.10
    37374000,AFFY_nasdaq,1.60,0.78,27.74,5195490,1.1974,1.2541,N/A,N/A,2.30
    53815000,AFFX_nasdaq,5.06,2.96,5.26,1048420,4.3447,4.0686,126.50,42.17,11.20
    21868000,AGEN_nasdaq,3.69,3.37,5.40,262952,3.8086,4.1395,N/A,N/A,2.80
     7843000,AGYS_nasdaq,11.40,7.23,14.24,59605,11.8625,11.4404,114.00,142.50,5.10
    35058000,AIRM_nasdaq,33.70,32.24,50.61,556940,34.9294,40.2732,17.64,12.12,19.10
     1598000,AIRT_nasdaq,10.32,7.76,10.98,4652,10.33,9.7564,N/A,N/A,1.80
    45520000,ATSG_nasdaq,6.80,3.38,7.19,173217,6.6428,6.1665,9.86,8.19,5.50
    26520000,AMCN_nasdaq,1.79,1.33,2.59,61623,1.7891,1.80,N/A,19.89,0.30
    93545000,AIXG_nasdaq,15.89,11.21,18.06,117838,16.2977,14.9588,N/A,144.45,14.70
   172341000,AKAM_nasdaq,46.09,32.63,48.47,2009240,44.2567,41.9893,23.40,20.76,6.50
    70788000,AKRX_nasdaq,15.82,11.73,16.40,611891,13.8694,14.045,28.76,20.03,17.20
    45816000,ALSK_nasdaq,3.46,1.55,3.61,938651,2.1617,1.8407,11.93,15.04,0.80
    18405000,AMRI_nasdaq,11.98,2.97,13.90,427172,12.6228,11.3114,18.72,19.32,3.90
     2387000,ALCS_nasdaq,14.26,6.18,14.59,14065,11.4306,9.0382,N/A,N/A,20.20
   193191000,ALXN_nasdaq,114.65,81.82,125.65,1659460,103.573,99.1098,37.96,34.43,1.80
    14499000,ALXA_nasdaq,5.26,2.96,6.65,462858,4.5343,4.5046,N/A,N/A,19.70
     2463000,ALCO_nasdaq,43.52,26.37,47.60,13155,43.865,43.7304,17.62,40.30,4.10
    62559000,ALGN_nasdaq,43.83,23.45,44.85,771163,39.8647,36.0902,34.24,28.84,9.00
      856000,ALIM_nasdaq,4.23,1.26,5.69,152923,4.8557,3.6253,N/A,N/A,4.50
   134692000,ALKS_nasdaq,33.98,17.45,35.58,1525180,30.4825,29.0941,N/A,N/A,1.40
    13905000,ALGT_nasdaq,97.91,61.63,109.72,121341,101.599,90.8211,19.74,15.87,6.80
     3353000,ALLB_nasdaq,14.95,12.01,15.50,3025,14.4063,13.6139,N/A,N/A,2.90
     5852000,AFOP_nasdaq,32.12,8.80,35.37,269760,28.1556,18.3192,18.04,16.47,1.40
     4372000,AIQ_nasdaq,21.55,5.00,21.70,65854,17.5172,11.8183,N/A,N/A,2.40
           0,AHGP_nasdaq,65.30,43.52,66.27,52531,62.3449,56.9893,16.87,16.66,5.00
    20772000,ARLP_nasdaq,73.50,52.21,78.50,69433,72.8666,68.4903,9.99,10.32,5.40
     4453000,AHPI_nasdaq,2.61,2.44,3.33,2298,2.7197,2.7067,N/A,N/A,0.70
     4611000,AMOT_nasdaq,7.15,5.95,7.28,7023,7.0075,6.9641,N/A,N/A,0.10
    27768000,ALLT_nasdaq,13.81,10.75,15.98,438261,13.9477,12.7864,41.85,24.23,5.30
   158996000,MDRX_nasdaq,15.97,8.85,16.43,2799200,14.6761,13.9168,33.27,23.84,2.30
     8182000,AFAM_nasdaq,19.50,17.66,22.96,37135,19.4131,19.9161,16.12,17.11,4.50
    52507000,ALNY_nasdaq,46.52,14.88,51.00,657538,40.2308,30.9245,N/A,N/A,3.20
    20171000,AOSL_nasdaq,7.61,6.64,10.45,113338,7.7374,8.1622,N/A,N/A,3.60
    61107000,ATEC_nasdaq,2.20,1.41,2.41,186520,2.2131,2.0494,N/A,73.33,5.00
           0,ASDR_nasdaq,48.76,46.63,53.28,327,49.4435,50.6215,N/A,N/A,N/A
           0,EMDR_nasdaq,45.50,36.70,54.07,1311,46.2594,48.606,N/A,N/A,N/A
           0,RUDR_nasdaq,47.17,46.97,52.00,902,47.8441,49.0675,N/A,N/A,N/A
     4567000,ALTI_nasdaq,2.16,2.02,5.04,12071,2.2583,2.2664,N/A,N/A,13.80
   318334000,ALTR_nasdaq,36.15,29.59,38.80,2992910,34.30,33.9299,25.64,20.20,2.30
N/A,ALTE_nasdaq,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A
    11966000,ASPS_nasdaq,126.24,66.97,129.72,158250,104.083,89.3808,21.73,15.76,2.30
     1368000,APSA_nasdaq,18.9999,12.15,19.68,2478,17.4072,16.0046,N/A,N/A,1.90
    25895000,AIMC_nasdaq,24.62,15.78,31.34,164175,27.9366,26.8017,15.10,12.37,10.50
     5912000,ALVR_nasdaq,0.1949,0.18,6.10,231758,0.725,2.8346,N/A,N/A,0.10
    15612000,AMAG_nasdaq,23.23,13.85,25.67,108286,22.5997,22.3252,N/A,N/A,5.20
   150113000,AMRN_nasdaq,5.27,5.12,14.97,3731450,5.6633,6.6066,N/A,N/A,5.60
   369248000,AMZN_nasdaq,296.91,218.18,313.62,2807560,293.56,274.537,345.24,105.66,2.60
    15719000,AMBA_nasdaq,15.95,5.55,19.44,1180240,17.3063,14.3398,18.76,14.50,1.70
    10989000,EPAX_nasdaq,3.37,3.17,5.75,38188,3.4831,3.9461,N/A,N/A,6.80
     3122000,AMBT_nasdaq,3.01,1.53,5.96,39560,2.9792,2.4481,N/A,N/A,0.70
    49535000,AMCX_nasdaq,71.15,37.47,71.48,487739,67.3106,63.3906,21.56,18.34,2.30
    31113000,AMED_nasdaq,14.48,8.81,15.95,447691,12.0683,11.5794,27.85,32.18,9.00
     5944000,UHAL_nasdaq,167.10,91.43,182.77,52112,168.396,161.851,11.73,N/A,0.50
     2463000,ASBI_nasdaq,11.48,6.00,11.55,1920,10.7006,9.5441,N/A,N/A,0.60
    42583000,ATAX_nasdaq,6.97,5.71,7.35,129631,6.7586,6.9628,N/A,N/A,1.10
  1317742000,AMOV_nasdaq,21.65,18.00,26.60,6131,20.8028,21.1787,N/A,N/A,0.60
   395154000,AGNC_nasdaq,22.71,20.20,36.77,10503900,22.3029,28.6657,N/A,N/A,0.80
   395154000,AGNCP_nasdaq,25.15,24.13,27.42,43544,25.1214,26.0535,N/A,N/A,N/A
    50198000,MTGE_nasdaq,19.69,16.01,26.71,1551270,18.3677,23.1081,6.25,6.29,1.20
   282656000,ACAS_nasdaq,13.12,10.55,15.24,3106880,13.0542,13.7399,14.58,12.26,0.60
     3107000,ANCI_nasdaq,1.88,1.38,2.10,6466,1.8786,1.9165,N/A,N/A,0.60
     4168000,AETI_nasdaq,7.27,4.17,9.00,57952,7.6071,6.3763,11.02,9.44,0.30
     1567000,AMIC_nasdaq,7.68,3.67,8.22,2465,7.4844,7.2763,N/A,N/A,1.40
     7509000,AMNB_nasdaq,23.11,18.50,25.90,18351,23.6975,21.6965,11.61,14.63,11.50
     3340000,ANAT_nasdaq,114.97,63.68,116.32,22158,106.179,93.0172,N/A,N/A,2.50
     5015000,APFC_nasdaq,36.13,9.95,38.18,63103,31.6253,25.3427,15.31,14.51,1.70
    16845000,APEI_nasdaq,40.57,29.20,41.15,115455,39.3283,36.8501,15.37,14.04,19.00
     9426000,ARII_nasdaq,36.56,25.85,47.10,361588,33.7671,37.7354,9.40,8.60,6.70
   152257000,ARCP_nasdaq,13.71,10.92,18.05,3959650,14.6129,14.9857,15.40,12.46,2.30
     6904000,AMRB_nasdaq,9.10,6.21,9.53,6922,8.7411,8.1666,30.33,27.58,1.70
     7966000,ASEI_nasdaq,61.53,54.78,70.00,30315,59.4692,61.528,25.22,24.22,4.80
    24183000,AMSWA_nasdaq,8.61,7.16,9.25,36997,8.8256,8.5167,21.52,17.94,8.10
    45445000,AMSC_nasdaq,2.44,2.12,4.27,651128,2.5681,2.5784,N/A,N/A,6.40
    11644000,AMWD_nasdaq,34.45,16.98,39.49,120509,36.0844,33.8474,22.97,16.97,3.90
     8027000,CRMT_nasdaq,43.30,35.89,50.59,28048,43.6836,45.2221,11.96,10.59,16.80
    22992000,ABCB_nasdaq,19.27,10.21,19.81,60669,18.0342,15.4551,18.89,12.12,18.40
    17955000,AMSF_nasdaq,32.97,22.00,38.86,63361,35.3634,33.3083,16.49,12.83,4.90
    15119000,ASRV_nasdaq,2.99,2.66,3.25,25892,3.00,3.0344,N/A,N/A,6.90
           0,ASRVP_nasdaq,25.92,25.01,30.25,414,26.4544,26.2499,N/A,N/A,N/A
    30236000,ASCA_nasdaq,26.45,16.48,27.18,428431,26.4067,26.3547,13.09,12.08,3.50
     8992000,ATLO_nasdaq,21.77,18.39,23.94,13825,22.9758,21.2614,N/A,N/A,8.50
   752292000,AMGN_nasdaq,112.40,80.60,114.95,3379480,103.298,99.096,15.17,13.59,2.30
    25619000,FOLD_nasdaq,2.62,2.06,6.82,387972,2.342,2.901,N/A,N/A,8.20
    62996000,AMKR_nasdaq,4.20,3.55,5.58,803246,4.3267,4.2477,10.24,6.36,14.40
    28236000,AMPE_nasdaq,5.67,2.55,7.17,303730,5.9103,4.9972,N/A,N/A,22.70
    30983000,AMSG_nasdaq,39.35,25.00,41.00,121548,37.8658,35.6119,17.89,15.74,11.20
     8869000,ASYS_nasdaq,6.49,2.90,7.93,58751,6.5694,4.9637,N/A,N/A,0.40
    34712000,AFSI_nasdaq,42.08,23.90,43.88,385125,39.0054,34.9436,13.15,11.34,15.80
    31082000,AMRS_nasdaq,2.82,2.16,4.51,192483,2.8314,2.9274,N/A,N/A,21.40
    31309000,ANAC_nasdaq,8.10,3.00,8.25,360186,6.5363,5.5527,N/A,N/A,8.20
    79802000,ANAD_nasdaq,1.91,1.05,2.87,569662,2.1919,2.0512,N/A,N/A,4.50
   305003000,ADI_nasdaq,49.15,37.82,50.00,1959500,47.2994,45.6807,23.29,19.20,2.10
    12123000,ALOG_nasdaq,73.40,63.53,84.71,49925,72.1178,76.3285,27.49,21.34,8.00
     4425000,ANLY_nasdaq,4.02,2.74,4.27,8475,3.9511,3.8671,N/A,N/A,0.50
     8885000,ANEN_nasdaq,24.37,17.61,24.75,25306,23.6003,22.8524,16.36,N/A,4.30
     1738000,ANCB_nasdaq,17.50,10.85,19.00,734,17.8589,16.1528,44.87,51.47,2.30
     4674000,AMCF_nasdaq,0.5812,0.45,1.72,15369,0.5666,0.6621,N/A,N/A,0.10
           0,ANDA_nasdaq,10.05,9.60,12.66,975,9.9886,9.9707,N/A,N/A,0.10
           0,ANDAU_nasdaq,10.08,9.90,10.36,66,10.08,10.0616,N/A,N/A,N/A
           0,ANDAW_nasdaq,0.25,0.00,0.00,0,0.00,0.00,N/A,N/A,N/A
    52678000,ANGI_nasdaq,22.65,8.94,28.32,1013460,25.5009,21.2611,N/A,73.06,10.40
    17525000,ANGO_nasdaq,11.92,9.52,12.91,70945,11.7828,11.0682,37.25,29.80,13.20
    11412000,ANIK_nasdaq,22.92,9.13,27.80,155555,19.6728,16.0303,22.04,18.94,2.70
    92115000,ANSS_nasdaq,87.03,63.22,89.71,324934,77.9828,76.9774,28.53,26.21,5.00
    90857000,ATRS_nasdaq,4.58,3.35,4.73,939534,4.3414,3.8959,N/A,N/A,11.70
    15242000,ANTH_nasdaq,4.01,3.68,10.32,109997,4.1403,4.7463,N/A,N/A,5.60
    51193000,APAGF_nasdaq,15.83,8.82,19.48,34882,14.4833,12.646,N/A,N/A,3.10
    23343000,ATNY_nasdaq,2.95,2.31,3.24,108447,2.8411,2.7028,N/A,21.07,5.30
    27915000,APOG_nasdaq,27.41,15.00,30.26,223100,25.8878,26.237,28.55,17.80,2.60
    99230000,APOL_nasdaq,20.54,15.98,30.41,2970340,18.6511,18.7415,7.21,11.41,6.00
           0,AINV_nasdaq,7.93,7.21,9.08,2700150,7.9853,8.3759,9.55,9.11,3.60
   908079000,AAPL_nasdaq,464.98,385.10,705.07,12445500,428.862,438.94,11.92,10.94,2.10
     4494000,ARCI_nasdaq,2.70,1.10,3.11,63545,2.5222,1.9833,N/A,N/A,0.20
  1193826000,AMAT_nasdaq,15.89,9.95,16.78,13094000,15.8439,14.4214,24.83,13.82,1.30
    57442000,AMCC_nasdaq,11.62,4.28,12.75,793934,10.3094,8.5732,96.83,25.26,3.70
    34040000,AREX_nasdaq,24.70,22.24,34.84,524005,25.8511,25.3613,68.61,33.38,16.00
    28840000,APRI_nasdaq,2.21,1.89,3.51,558682,2.2814,2.561,N/A,N/A,10.40
           0,AQU_nasdaq,9.98,7.00,10.00,69,9.9257,9.7323,N/A,N/A,17.50
           0,AQUUU_nasdaq,10.23,9.50,10.24,356,10.1757,10.1012,N/A,N/A,N/A
           0,AQUUW_nasdaq,0.20,0.00,0.00,0,0.00,0.00,N/A,N/A,N/A
     4483000,ARCW_nasdaq,4.92,3.31,8.57,423,5.0947,5.3013,N/A,N/A,1.50
     3040000,ABIO_nasdaq,1.42,1.13,5.94,335745,1.3553,2.2273,N/A,N/A,1.00
   117530000,ACGL_nasdaq,53.75,38.98,55.87,481042,53.0381,52.5897,14.97,16.04,7.40
    12923000,ACAT_nasdaq,57.06,32.12,58.26,131963,50.3664,44.1635,17.03,15.26,5.90
     1197000,ARDNA_nasdaq,132.78,84.17,133.83,2098,121.16,104.773,N/A,N/A,9.00
   216651000,ARNA_nasdaq,7.50,6.65,11.00,5676750,7.2828,7.8633,N/A,N/A,10.00
           0,ARCC_nasdaq,17.27,16.03,18.67,1935220,17.3761,17.6969,10.79,10.40,N/A
    26612000,AGII_nasdaq,43.81,0.00,0.00,0,0.00,0.00,15.37,13.12,3.40
           0,AGIIL_nasdaq,23.11,22.01,26.00,17136,23.854,24.8057,N/A,N/A,N/A
   178701000,ARIA_nasdaq,18.94,15.35,25.40,2647490,18.8294,18.3618,N/A,N/A,7.50
     1805000,ARKR_nasdaq,21.00,14.51,22.00,4895,20.8308,20.745,N/A,N/A,1.30
    24049000,ABFS_nasdaq,19.60,6.43,24.00,543103,21.7666,15.4469,85.22,14.52,4.40
   464236000,ARMH_nasdaq,40.22,24.58,50.56,2980780,39.0811,42.1741,39.43,30.94,1.10
    12124000,ARTX_nasdaq,1.62,0.71,1.93,74972,1.4647,1.3049,N/A,N/A,0.10
    54861000,ARQL_nasdaq,2.59,1.98,6.98,292189,2.5597,2.6629,N/A,N/A,9.50
    90330000,ARRY_nasdaq,6.55,3.25,7.10,1807700,5.5214,5.3952,N/A,N/A,6.30
   114193000,ARRS_nasdaq,15.62,12.40,17.98,1369070,15.0256,15.7902,11.57,7.97,5.60
    11584000,AROW_nasdaq,26.18,22.86,27.75,22572,25.8528,24.8554,15.31,14.71,24.40
    19084000,ARWR_nasdaq,4.34,1.65,4.48,218389,2.6591,2.2229,N/A,N/A,3.50
     7767000,ARTNA_nasdaq,22.42,19.78,24.43,16029,22.6944,22.4459,21.56,18.23,6.20
    25504000,ARTC_nasdaq,35.48,27.21,37.49,116349,36.0483,34.9651,24.64,23.04,4.00
     2251000,ARTW_nasdaq,7.00,5.23,8.44,8542,7.1992,6.9005,N/A,N/A,0.40
   108802000,ARUN_nasdaq,18.63,12.38,26.78,3839470,16.7437,18.6013,29.57,27.81,6.10
     3242000,ASBB_nasdaq,17.01,14.15,17.85,4125,16.8886,16.6493,N/A,N/A,0.50
   126243000,ASNA_nasdaq,17.54,15.95,22.18,1208080,18.2269,18.2683,15.66,12.62,5.10
    12850000,ASCMA_nasdaq,78.12,48.40,84.50,48617,78.6834,71.6779,269.38,113.22,3.90
    34404000,ASTI_nasdaq,0.94,0.49,2.31,1102190,0.9834,0.7651,N/A,N/A,1.90
    20845000,AERL_nasdaq,4.08,2.4043,4.6126,286177,4.0537,3.8496,3.16,2.60,4.20
     3340000,APWC_nasdaq,3.82,2.56,4.50,6231,4.0428,3.7643,N/A,N/A,0.40
    43572000,ASIA_nasdaq,11.52,9.75,12.44,296548,11.6006,11.5945,9.93,10.11,5.20
    50768000,ASMI_nasdaq,31.51,30.54,40.96,9862,34.0639,35.3196,10.87,10.98,3.20
   359083000,ASML_nasdaq,91.50,60.90,92.32,1503480,84.8153,76.712,30.30,19.47,3.70
    92953000,AZPN_nasdaq,32.36,22.13,33.05,473829,31.0475,30.6658,77.05,52.19,3.90
N/A,AACC_nasdaq,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A
   164027000,ASBC_nasdaq,17.14,12.13,17.62,1000100,16.41,15.1533,16.02,16.17,8.80
           0,ASBCW_nasdaq,2.56,0.90,2.85,5127,1.9943,1.6169,N/A,N/A,N/A
     8953000,ASFI_nasdaq,8.74,7.95,10.49,47015,8.7697,9.2254,N/A,N/A,0.50
     1418000,ATEA_nasdaq,2.38,1.92,4.99,5714,2.2219,2.6494,N/A,N/A,1.20
    18671000,ASTE_nasdaq,34.99,26.09,37.50,64698,35.525,34.9952,18.71,15.62,7.00
    88929000,ASTX_nasdaq,5.08,2.14,6.95,1338570,4.9694,5.202,N/A,N/A,3.70
     4937000,ALOT_nasdaq,11.63,7.50,12.39,7077,11.185,10.5069,N/A,N/A,0.70
    12356000,ATRO_nasdaq,39.93,19.25,42.94,91445,40.7197,32.4175,19.29,15.12,2.60
    14370000,ASTC_nasdaq,0.69,0.61,1.28,22382,0.6939,0.7554,N/A,N/A,0.10
     3517000,ASUR_nasdaq,5.55,4.79,8.00,8558,5.7492,6.0154,N/A,39.64,0.50
     7893000,ATAI_nasdaq,4.901,3.70,6.99,8639,4.7089,4.4042,19.60,14.41,0.10
    36232000,ATHN_nasdaq,114.16,56.33,116.44,502367,101.264,94.2205,110.83,79.28,14.00
     1348000,AFCB_nasdaq,17.99,15.03,19.35,1333,17.6471,18.0119,N/A,N/A,3.50
    48764000,ATHX_nasdaq,1.70,0.95,2.42,340144,1.6197,1.7558,N/A,N/A,5.10
     6893000,AAME_nasdaq,3.8399,2.51,4.19,8651,3.8161,3.5725,N/A,N/A,0.30
     1616000,ACFC_nasdaq,4.52,1.37,6.88,5559,4.9114,4.5951,N/A,N/A,1.50
     9667000,ATNI_nasdaq,50.61,34.92,55.69,40514,51.6767,48.6435,23.54,28.92,6.70
     5934000,ATLC_nasdaq,3.50,3.02,7.35,7638,3.6281,3.5983,N/A,N/A,281.90
    25186000,AAWW_nasdaq,43.04,36.61,57.00,243383,44.1711,43.2068,9.06,7.78,4.70
     6305000,AFH_nasdaq,9.09,5.80,10.50,24420,9.0537,7.4494,16.23,10.33,1.60
   410141000,ATML_nasdaq,7.34,4.37,8.40,6219270,7.6031,7.1938,25.31,12.88,3.60
    31165000,ATMI_nasdaq,24.60,17.59,27.53,155574,25.1681,23.5141,19.22,15.57,3.00
     9651000,ATOS_nasdaq,4.62,3.44,12.40,114234,4.8414,6.218,N/A,17.11,0.70
    17773000,ATRC_nasdaq,9.80,5.90,10.15,77114,9.6917,8.9556,N/A,N/A,4.50
     1575000,ATRI_nasdaq,252.00,185.16,252.00,2237,232.288,210.221,N/A,N/A,8.00
     9357000,ATTU_nasdaq,7.09,4.42,8.29,31663,5.9619,6.3154,N/A,N/A,1.50
     2383000,AUBN_nasdaq,23.4999,20.51,24.87,1712,22.275,21.9114,N/A,N/A,0.20
     9676000,ADNC_nasdaq,10.00,5.51,19.94,246097,12.7054,13.9117,19.23,20.41,3.30
    24712000,AUDC_nasdaq,4.92,1.34,5.15,129438,4.6486,4.1629,37.85,24.60,0.80
    24707000,ADAT_nasdaq,0.90,0.53,1.52,45100,0.8961,0.9491,N/A,N/A,10.50
     1430000,ABTL_nasdaq,6.19,3.40,6.39,39063,5.0886,4.5394,30.95,15.10,1.20
   224197000,ADSK_nasdaq,34.89,27.70,41.42,2867370,35.2067,37.1103,17.89,15.44,1.60
   481751000,ADP_nasdaq,71.99,54.02,73.83,1862620,71.1292,66.6604,22.78,20.63,2.50
    27366000,AMAP_nasdaq,12.79,9.65,15.19,471762,12.5346,11.708,26.65,20.97,1.80
    39841000,AUXL_nasdaq,19.07,13.87,25.54,810272,17.6175,16.635,51.54,21.67,7.40
   246037000,AVGO_nasdaq,37.29,30.50,39.74,2398530,37.596,35.4643,15.35,12.90,1.50
   142878000,AVNR_nasdaq,4.67,2.07,5.09,2021760,4.5753,3.6988,N/A,N/A,8.40
    44794000,AVEO_nasdaq,2.27,2.23,11.45,1236270,2.4874,4.9607,N/A,N/A,6.30
    55775000,AVNW_nasdaq,2.63,2.15,3.90,235442,2.6611,2.8347,13.84,12.52,3.70
    31057000,AVID_nasdaq,5.84,5.67,10.04,85023,6.0756,6.4062,N/A,N/A,9.10
    89027000,CAR_nasdaq,29.30,15.10,34.21,1859690,30.9067,30.1828,12.42,9.87,5.40
    12409000,AWRE_nasdaq,5.25,4.50,6.90,122935,5.1061,5.101,N/A,N/A,1.20
   100867000,ACLS_nasdaq,1.90,0.82,2.24,737983,1.9239,1.57,N/A,N/A,2.00
    31234000,AXTI_nasdaq,2.45,2.40,3.57,210760,2.6792,2.7893,N/A,N/A,0.30
     5908000,BCOM_nasdaq,13.60,2.44,16.85,3397,10.2417,8.1053,N/A,N/A,0.30
      738000,BOSC_nasdaq,3.10,1.48,8.20,25974,2.8483,3.2796,N/A,N/A,2.10
    98165000,BEAV_nasdaq,72.24,38.43,72.79,843478,67.0675,63.562,20.35,16.96,2.80
   277353000,BIDU_nasdaq,135.33,82.98,139.85,4528540,107.864,96.9118,26.80,21.58,4.50
    30253000,BCPC_nasdaq,52.04,31.23,52.99,75725,47.1744,43.7499,34.01,27.83,4.20
     9274000,BWINA_nasdaq,24.32,21.49,26.70,385,24.7764,24.2353,N/A,N/A,3.50
     9274000,BWINB_nasdaq,24.86,21.36,27.75,17585,25.4161,24.272,19.89,16.57,5.90
    98395000,BLDP_nasdaq,1.89,0.56,2.39,1378750,1.9044,1.4555,N/A,N/A,4.80
     6103000,BANF_nasdaq,53.25,39.13,53.54,20337,49.8653,43.9675,15.80,15.57,5.50
           0,BANFP_nasdaq,28.71,26.10,36.20,374,27.2972,27.2786,N/A,N/A,N/A
    42948000,BKMU_nasdaq,6.26,3.87,6.75,107382,6.1045,5.628,27.22,25.04,4.20
    14157000,BOCH_nasdaq,5.12,4.10,5.38,16308,4.9975,5.0054,9.48,8.53,0.70
