    24707000,ADAT_nasdaq,0.8901,0.53,1.64,59764,0.9535,0.9532,N/A,N/A,16.80
     1395000,ABTL_nasdaq,5.03,3.40,5.10,28789,4.8182,4.3574,29.59,11.70,0.40
   224197000,ADSK_nasdaq,35.40,27.70,41.42,2865460,35.3291,37.5749,18.06,15.59,1.30
   483989000,ADP_nasdaq,71.85,54.02,73.44,1843870,69.4394,64.9198,24.69,22.59,2.40
    27366000,AMAP_nasdaq,12.40,9.65,15.19,492730,12.2153,11.5396,25.83,20.33,1.60
    39836000,AUXL_nasdaq,16.99,13.87,29.37,850230,16.4197,16.9518,N/A,28.32,6.40
   246037000,AVGO_nasdaq,38.59,30.50,39.18,2831040,37.2871,34.8964,15.88,13.45,0.90
   142884000,AVNR_nasdaq,4.42,2.07,4.78,2032790,4.1306,3.2576,N/A,N/A,9.30
    44794000,AVEO_nasdaq,2.54,2.23,14.08,2333300,2.54,5.6953,N/A,N/A,2.50
    55775000,AVNW_nasdaq,2.64,2.03,3.90,253278,2.7403,3.15,13.89,11.48,5.60
    38221000,AVID_nasdaq,6.15,5.68,10.04,85092,6.2594,6.8358,N/A,N/A,8.80
    89027000,CAR_nasdaq,32.56,12.85,34.21,1946530,31.4009,27.0784,13.57,11.00,10.90
    12383000,AWRE_nasdaq,5.27,4.50,6.90,121276,5.1794,5.1853,N/A,N/A,5.10
   100550000,ACLS_nasdaq,1.95,0.71,2.02,702738,1.7468,1.3946,N/A,N/A,2.20
    31266000,AXTI_nasdaq,2.69,2.50,4.05,220802,2.7391,2.8455,N/A,269.00,11.60
     5908000,BCOM_nasdaq,10.16,2.27,10.64,3702,8.2285,6.2322,N/A,N/A,0.40
      738000,BOSC_nasdaq,2.78,1.48,8.20,17295,2.8329,3.5076,N/A,N/A,0.70
    98105000,BEAV_nasdaq,68.08,36.51,68.72,924587,64.0729,58.2955,19.34,16.13,2.40
   277288000,BIDU_nasdaq,97.08,82.98,134.71,4020980,95.3835,94.5468,19.69,15.48,3.80
    29162000,BCPC_nasdaq,47.17,31.23,48.76,75811,46.2038,42.219,31.03,25.22,5.80
     9274000,BWINA_nasdaq,25.30,21.43,26.70,622,24.0315,23.9656,N/A,N/A,3.20
     9274000,BWINB_nasdaq,26.295,21.36,26.60,15395,24.3126,23.9136,21.04,17.53,11.00
    98278000,BLDP_nasdaq,1.80,0.56,2.39,1229280,1.7753,1.1018,N/A,N/A,1.50
     6077000,BANF_nasdaq,50.02,39.13,50.79,19432,45.8865,42.6909,15.02,14.63,9.60
           0,BANFP_nasdaq,26.99,26.10,36.20,357,27.2194,27.2671,N/A,N/A,N/A
    42935000,BKMU_nasdaq,5.98,3.87,6.03,102633,5.7491,5.3971,27.18,23.92,6.50
    14191000,BOCH_nasdaq,4.95,4.00,5.36,16559,4.9182,4.9488,9.17,8.25,0.30
     4384000,BMRC_nasdaq,43.79,34.50,44.78,18603,40.1365,39.3651,13.77,13.60,4.20
     3259000,BKSC_nasdaq,12.94,10.36,13.50,2863,12.8912,12.2838,N/A,N/A,2.60
