"index","ticker","year","quarter","QuarterHeading","QuarterRange","QuarterCountperRange","DateString","CurrencyHeader","Net Income/Starting Line","Depreciation/Depletion","Amortization","Deferred Taxes","Non-Cash Items","Changes in Working Capital","Cash from Operating Activities","Capital Expenditures","Other Investing Cash Flow Items, Total","Cash from Investing Activities","Financing Cash Flow Items","Total Cash Dividends Paid","Issuance (Retirement) of Stock, Net","Issuance (Retirement) of Debt, Net","Cash from Financing Activities","Foreign Exchange Effects","Net Change in Cash","Cash Interest Paid, Supplemental","Cash Taxes Paid, Supplemental"
"0","FLWS_nasdaq","2013","2","12 months ending 2013-06-30","days","366.2498","2013-06-30","In Millions of USD (except for per share items)","12.371241","18.85051","0.0","-0.8148905","7.71719","-3.3764598","34.747555","-20.095184","-4.50208","-24.597263","-0.49","0.0","-9.092299","-29.30124","-38.88354","0.0","-28.743248","1.1","8.3"
"8","FCTY_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","7.274367","0.48167872","0.0","-3.2144809","1.8856689","-0.75706863","5.6752605","-0.2727695","-54.77182","-55.05958","35.313725","0.0","-0.086630136","-1.9583607","33.278633","0.0","-16.10569","0.0","0.07912568"
"16","FCCY_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","5.427045","1.1303176","0.0","-0.9121644","1.4072797","4.1290417","11.176424","-0.66934574","97.88162","97.21228","38.673546","0.0","2.7979224","-55.436043","-13.964569","0.0","94.42413","0.0","2.7579246"
"24","SRCE_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","51.35293","16.479252","0.0","-5.891184","8.515455","18.06871","88.515274","-8.154182","-266.76456","-274.91876","128.71875","-16.865078","2.8866043","40.42568","155.16595","0.0","-31.222534","0.0","17.239399"
"32","FUBC_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","5.7633066","3.5225205","0.0","-3.2817535","-1.4379666","5.2390885","9.795305","-1.2871081","-77.505905","-78.78311","-34.294525","-2.0739827","0.0","0.0","-36.36341","0.0","-105.36621","1.9187979","1.7461843"
"53","EGHT_nasdaq","2013","2","3 months ending 2013-06-30","days","366.50085","2013-06-30","In Millions of USD (except for per share items)","12.64274","2.5786302","1.4173973","7.8843837","3.4709592","1.1872603","29.18137","-5.2126026","0.0","-5.2126026","0.0075342464","0.0","2.7169862","-0.077808216","2.6467125","0.0","26.615479","0.0075342464","0.3089041"
"62","AVHI_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-54.00771","3.5726426","0.0","0.0","32.897774","-18.890465","-36.427753","-3.0040774","-0.08361943","-3.087697","4.544586","0.0","127.60005","0.0","132.14465","0.0","92.62919","7.8834095","0.0"
"70","SHLM_nasdaq","2013","-1","9 months ending 2013-05-31","days","365.67056","2013-05-31","In Millions of USD (except for per share items)","47.142673","29.842138","11.07313","-15.061881","12.735908","-50.845955","34.886803","-28.299088","-52.485622","-80.7847","-0.14778084","-22.730083","-6.038267","27.585548","-1.3305779","-2.8412538","-50.079666","1.9033151","6.869261"
"78","AAON_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","33.03773","13.035065","0.0","-2.9829357","1.5723889","8.850257","53.512497","-9.139373","-15.8463125","-24.985685","0.58447737","-4.5047674","-4.590204","-2.3339179","-10.854302","0.0","17.6875","0.020383561","13.733524"
"86","ASTM_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-25.3336","0.6081728","0.0","0.0","-1.8888693","0.23617278","-26.393112","-0.1771519","0.0","-0.1771519","0.0","0.0","21.703085","-0.040164977","21.662918","0.0","-4.907343","0.0050958903","0.0"
"94","ABAX_nasdaq","2013","2","3 months ending 2013-06-30","days","366.50085","2013-06-30","In Millions of USD (except for per share items)","23.91904","6.486575","0.0","0.0","3.9550686","-0.20068479","34.16","-5.479315","7.0886297","1.6093149","-1.5113698","-16.590412","2.129589","0.0","-15.982191","-0.083561644","19.713562","0.0","9.479726"
"103","ABMD_nasdaq","2013","2","3 months ending 2013-06-30","days","366.50085","2013-06-30","In Millions of USD (except for per share items)","9.588904","2.699315","0.0","0.80260277","12.216713","-5.447123","19.86041","-2.849726","-3.9979453","-6.8476715","-0.62589043","0.0","-6.7720547","0.0","-7.3979454","-0.7279452","4.886849","0.0","0.0"
"112","AXAS_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-1.2076378","23.886421","0.0","0.0","12.270961","13.758881","48.70384","-68.036545","14.13678","-53.889862","-0.65885293","0.0","0.25868613","6.9575515","6.557385","0.059344262","1.4157097","4.8749714","0.0"
"120","ACTG_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","21.935009","44.10383","0.0","-7.0968914","18.505688","-6.227446","71.2052","-97.52458","-197.6802","-295.2147","12.263947","-6.082787","98.36895","0.0","104.550095","0.0","-119.449486","0.0","0.39238355"
"128","ACHC_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","26.161407","11.810947","0.0","6.783422","18.30784","-18.144012","44.91961","-74.45133","-347.14508","-421.5964","-5.0229425","0.0","159.62692","174.55945","329.16852","0.0","-47.51337","13.881206","2.002685"
"136","ACAD_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-25.658812","0.056054793","0.0","0.0","2.8914886","-0.21476352","-22.920933","-0.059344262","-143.21112","-143.27046","0.0","0.0","158.91858","-0.015287671","158.90329","0.0","-7.288105","0.0","0.0"
"152","ACCL_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","8.606613","3.457478","20.244034","-0.18470097","-16.996357","22.549381","37.67645","-11.711928","17.033388","5.3214583","-0.36447322","0.0","-7.6533585","0.0","-8.022927","-1.5762358","33.408634","0.0","0.0"
"160","ANCX_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","16.161121","0.45650035","0.0","-0.550055","2.280461","49.584564","67.93259","-0.3009363","-53.278526","-53.57946","-11.579378","-6.9580317","-0.40579787","10.132973","-8.810236","0.0","5.5428905","0.0","11.13344"
"168","ARAY_nasdaq","2013","2","52 weeks ending 2013-06-30","days","366.0","2013-06-30","In Millions of USD (except for per share items)","-97.93619","25.705347","0.0","0.0","15.524542","-9.937546","-66.63377","-15.446813","-106.288284","-121.73509","0.0","0.0","7.5006595","111.269226","118.76996","-0.31249085","-69.91147","3.75","2.0"
"176","ACRX_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-46.87973","0.592584","0.0","0.0","15.133701","-0.2536235","-31.416954","-0.5713196","4.8960695","4.3298454","0.0","0.0","27.449732","-5.6382513","21.811481","0.0","-5.270834","0.8306301","0.0"
"184","ACET_nasdaq","2013","2","12 months ending 2013-06-30","days","366.2498","2013-06-30","In Millions of USD (except for per share items)","22.391788","6.958978","0.0","-2.6509855","3.6591606","-6.565365","23.793575","-2.5353649","1.0795621","-1.4558029","-0.85379565","-6.0363503","6.2671537","-13.706934","-14.329927","0.40069345","8.40854","2.12","11.05"
"192","ACHN_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-55.350708","0.4067457","0.0","0.0","2.804111","2.3022046","-49.832546","-0.5737058","-104.20307","-104.77678","-0.12739727","0.0","154.6889","2.2307038E-5","154.56152","0.0","-0.042696","0.060247477","0.0"
"200","ACIW_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","24.616486","14.640348","41.996693","-4.270066","17.73081","-42.4428","52.27627","-21.97079","-427.5813","-449.55206","-28.784924","0.0","-19.661015","421.0191","372.5731","-5.773644","-30.476349","11.459398","22.3133"
"208","ACNB_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","9.218444","2.0286326","0.0","0.0","-0.27425256","4.888609","15.866228","-1.7370071","-18.658543","-20.395548","18.477821","-4.5485334","0.41482997","-8.190178","6.1590366","0.0","1.629715","0.0","2.5725327"
"216","ACOR_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","81.70565","5.2528815","0.0","0.0","-40.11348","-19.64237","27.202675","-11.262241","-28.948317","-40.210552","-1.1611938","0.0","6.800906","0.0","5.639712","0.0","-7.3732634","1.619155","2.7063413"
"224","ACFN_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-21.546762","1.4801052","0.0","-1.031455","3.271249","-4.3711925","-22.203152","-1.8274398","8.949866","7.122427","0.0","-2.1500978","0.68794525","-0.2524083","-1.6995742","-0.022769824","-16.803068","0.035671234","0.11210959"
"232","ACTS_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-0.03821373","2.2054834","3.2857232","0.30844074","1.4087851","-7.667653","-0.49233884","-3.1959374","61.354973","58.159035","1.6066662","0.0","-2.0851223","4.3315067","3.8530505","1.3409886","62.86074","0.0","0.0"
"240","ACPW_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-0.91906667","1.2061536","0.0","0.0","1.3020947","-3.1679046","-1.5787225","-1.3790907","0.17624867","-1.2028419","-0.116603345","0.0","5.624313","0.0","5.512806","-0.13666353","2.5945778","0.17326027","0.0"
"248","ATVI_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","1356.9932","232.25996","105.99452","201.61996","106.678055","-888.89166","1114.654","-72.80655","183.69402","110.88747","-16.485262","-317.59552","-93.26149","0.0","-427.3423","-15.76046","782.4389","1.0191782","81.02466"
"256","BIRT_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","9.531445","2.184197","2.433271","1.1633685","5.5070744","3.5062733","24.330725","-3.1944768","-6.4799547","-9.674431","2.3059406","0.0","-12.884596","-0.71821946","-11.296876","-0.6587414","2.7105677","0.24668793","2.403688"
"264","ACUR_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-12.138054","0.13548154","0.0","0.0","1.8805507","-0.7747202","-10.906631","-0.096219786","-9.207503","-9.298629","-0.9999319","0.0","0.014986601","0.0","-0.98494536","0.0","-21.190205","0.0","0.09561763"
"272","ACXM_nasdaq","2013","2","3 months ending 2013-06-30","days","366.50085","2013-06-30","In Millions of USD (except for per share items)","56.13562","112.73548","0.0","-3.2872603","12.243699","-47.858356","129.96165","-58.847397","-8.416849","-67.27425","0.052739725","0.0","-57.408764","-25.134521","-82.490555","-0.5621917","-20.365343","12.586027","44.37178"
"281","ADUS_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","19.406689","2.3724434","0.0","5.78882","-15.632519","29.77803","41.72335","-0.971163","19.694836","18.723671","0.0","0.0","0.0","-23.959614","-23.959614","0.0","36.492508","1.1114616","3.9333243"
"289","AEY_nasdaq","2013","2","9 months ending 2013-06-30","days","366.00143","2013-06-30","In Millions of USD (except for per share items)","1.6436393","0.3308501","0.0","0.048639253","0.89686984","2.1148543","5.0348525","-0.19299589","0.0","-0.19299589","0.0","0.0","-0.5062756","-2.7817087","-3.2780204","0.0","1.5638363","0.3154887","0.5565127"
"297","ADEP_nasdaq","2013","2","12 months ending 2013-06-30","days","366.00052","2013-06-30","In Millions of USD (except for per share items)","-12.558109","0.9744932","0.42334247","0.1748767","2.9550958","2.6506028","-5.377178","-0.12268493","0.13276713","8.219294E-5","-0.09268493","-0.13284932","9.946686","-6.941425","2.7822466","-0.030164385","-2.6275344","0.09764384","0.025041096"
"305","ADBE_nasdaq","2013","-1","39 weeks ending 2013-08-30","days","367.0","2013-08-30","In Millions of USD (except for per share items)","439.71606","317.29315","0.0","64.03774","329.48898","73.4183","1223.9542","-223.2442","-1170.0925","-1393.334","1.6310439","0.0","-324.9953","4.13978","-319.2245","-4.8958244","-493.49277","81.443695","162.6376"
"313","ADTN_nasdaq","2013","3","9 months ending 2013-09-30","days","366.67126","2013-09-30","In Millions of USD (except for per share items)","41.108345","14.61572","0.0","-1.2604678","5.536428","8.59223","68.59817","-8.92169","65.7412","56.82944","0.43252027","-22.181026","-130.96623","-0.12876713","-152.84941","-1.4080335","-28.829838","0.60520554","7.9887123"
"321","AEIS_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","7.5596924","19.539852","0.0","0.74735594","39.831573","-21.136694","46.55167","-9.001238","-70.2364","-79.24274","-1.4711177","0.0","-10.457191","1.5330601","-10.390152","-1.0261027","-44.107315","0.03986391","15.588007"
"329","ADVS_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","23.399279","25.719694","0.0","4.435588","36.271675","-7.5357065","82.290535","-7.8280234","101.3869","93.55889","-8.179762","0.0","4.2054577","151.51074","147.53645","-0.20318888","323.19257","0.88668495","-1.5236713"
"337","AEGR_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-68.36731","0.30962273","0.0","0.0","18.118912","-4.962349","-54.90112","-0.857849","-39.62513","-40.48807","-1.7006669","0.0","109.62628","0.31084934","108.226555","-0.04435766","12.783125","0.758942","0.0"
"345","AEHR_nasdaq","2013","-1","12 months ending 2013-05-31","days","366.00052","2013-05-31","In Millions of USD (except for per share items)","-3.4220273","0.33065754","0.0","0.0","0.5612329","2.152","-0.378137","-0.16276711","0.0","-0.16276711","0.0","0.0","0.5253151","-0.26813698","0.25717807","-0.34578082","-0.62698627","0.012602739","0.015123289"
"353","AEPI_nasdaq","2013","-1","9 months ending 2013-07-31","days","365.67056","2013-07-31","In Millions of USD (except for per share items)","16.229885","26.218306","0.0","4.672738","13.540112","-26.945524","33.709633","-49.49476","-1.1924067","-50.690506","0.60323024","0.0","0.8259666","13.341444","14.770641","-0.17855778","-2.3887904","16.487125","4.2495723"
"361","AVAV_nasdaq","2013","-1","3 months ending 2013-07-27","days","366.4926","2013-07-27","In Millions of USD (except for per share items)","0.9716377","10.450186","0.0","2.912988","3.8310776","-12.614645","5.541574","-13.970612","6.0818677","-7.8963585","-0.060931504","0.0","0.24021737","0.0","0.17928587","0.0","-2.1658294","0.0","11.622685"
"370","AEZS_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","0.69666576","1.4540238","0.0","0.0","-26.653343","-6.033846","-30.551489","-0.18704261","0.0","-0.18704261","0.0","0.0","13.782098","-0.060247477","13.71196","-0.74902904","-17.775602","0.0","0.13249315"
"378","ATRM_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-5.8533154","0.080329955","0.0","0.0","2.5181394","0.7532663","-2.5066762","-0.035370164","0.0","-0.035370164","0.0","0.0","0.0","-0.020082489","-0.020082489","0.0","-2.5471423","0.0050958903","0.0"
"386","AFCE_nasdaq","2013","-1","28 weeks ending 2013-07-14","days","367.0","2013-07-14","In Millions of USD (except for per share items)","32.381317","5.4609885","0.0","1.4335166","3.373077","-0.26373625","42.385162","-28.624998","-3.5703297","-32.195328","1.7","0.0","-13.429945","-0.54175854","-12.271703","0.0","-2.0818682","0.0","0.0"
"394","AFFY_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-58.77722","1.5778527","0.0","0.0","-4.2341614","-18.01927","-79.448","-2.0689316","29.33382","27.264889","0.0","0.0","6.947761","-4.7948203","2.1529417","0.0","-50.030167","0.0","0.0"
"402","AFFX_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-26.757193","38.5876","0.0","-17.326027","28.57849","0.2906332","23.373497","-8.046355","-117.52712","-125.56839","-0.22748634","0.0","0.65700185","29.74186","30.171371","0.0066235512","-72.02198","3.5518355","-1.9873973"
"410","AGEN_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-22.562973","1.1321464","0.0","0.0","11.130551","1.364539","-8.940834","-0.6345108","0.0","-0.6345108","-0.21819778","-0.3006575","7.6756043","-0.050958905","7.1057897","0.0","-2.4695554","0.94841546","0.0"
"418","AGYS_nasdaq","2013","2","3 months ending 2013-06-30","days","366.50085","2013-06-30","In Millions of USD (except for per share items)","0.34054804","2.501644","3.901918","-0.12808219","-2.957945","-18.187262","-14.529179","-8.752466","1.3245205","-7.4279456","-0.08","0.0","-0.72821915","-0.5247945","-1.3330137","-0.06506849","-23.365206","0.0","0.0"
"427","AIRM_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","60.781116","81.624016","0.0","14.482231","1.941289","-31.547466","127.2812","-100.52496","-0.2556305","-100.780594","1.6606134","-46.69364","2.963634","17.605097","-24.474188","0.0","2.0414004","19.638613","24.148232"
"435","AIRT_nasdaq","2013","2","3 months ending 2013-06-30","days","366.50085","2013-06-30","In Millions of USD (except for per share items)","1.3982191","0.53931504","0.0","0.022602739","0.10534246","0.679452","2.7449317","-0.38630137","0.0075342464","-0.37876713","0.0","-1.189589","0.0","0.0","-1.189589","0.0","1.1765755","0.015068493","0.8423288"
"444","ATSG_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","36.47586","85.27353","0.0","21.113178","0.91893286","-39.88559","103.880905","-151.15253","4.2360115","-146.91653","1.5924044","0.0","0.0","39.19879","40.7912","0.0","-2.244412","13.07641","0.85632145"
"457","AIXG_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of EUR (except for per share items)","-160.92538","15.679999","0.0","12.934999","2.7294793","115.067894","-14.528019","-12.19606","16.678947","4.482889","0.0","-12.82126","1.5166352","0.0","-11.299529","-0.15130445","-21.49596","0.015287671","0.9729025"
"465","AKAM_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","235.87335","189.59236","0.0","0.0","68.24106","6.795435","500.50223","-246.51714","-306.8998","-553.4118","-17.326317","0.0","-103.46518","0.0","-120.78639","-5.485754","-179.1818","0.0","83.73306"
"473","AKRX_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","41.252647","12.417213","0.0","1.2225565","9.083587","-29.428078","34.537735","-44.082005","0.0","-44.082005","3.0199673","0.0","2.204257","0.0","5.2341146","-0.24668793","-4.5667343","4.266777","22.74019"
"481","ALSK_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","49.582108","50.055573","0.0","-21.4106","10.859164","-1.1044701","87.97189","-41.076187","-2.2570224","-43.32811","-2.543942","-4.647452","0.27666113","-39.97477","-46.894302","0.0","-2.245738","36.605865","-0.0050958903"
"489","AMRI_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","2.2871962","16.872326","0.0","3.4185176","7.0476046","-2.5366497","27.103981","-10.413826","0.5044708","-9.909355","-1.7057519","0.0","1.031667","0.6853026","0.026204228","-1.019323","16.196411","0.23441097","0.38728768"
"497","ALCS_nasdaq","2013","-1","26 weeks ending 2013-08-04","days","367.0","2013-08-04","In Millions of USD (except for per share items)","-0.5167655","8.828005","0.0","-0.74525607","0.4892992","-16.858006","-8.812723","-12.409002","0.10981133","-12.294205","0.0","0.0","-1.974663","23.095686","21.121023","0.0","0.0040970147","2.2621832","0.07514824"
"505","ALXN_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","306.00705","25.041895","0.0","61.958427","78.614815","-119.77045","351.8565","-24.991405","-490.20264","-515.1941","57.223522","0.0","221.41364","63.573723","342.21088","-2.7167003","176.16171","2.277863","9.310192"
"513","ALXA_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-35.53322","3.8831468","0.0","0.0","45.3974","-3.2509217","10.4964075","-1.1293699","-7.7970133","-8.9164915","-10.017271","0.0","24.297865","-6.387414","7.9030676","0.0","9.482984","0.49939728","0.0"
"521","ALCO_nasdaq","2013","2","9 months ending 2013-06-30","days","366.00143","2013-06-30","In Millions of USD (except for per share items)","4.711151","2.1479182","0.0","1.5287671","-1.676548","14.005674","20.716963","-20.785053","8.962349","-11.832666","0.0","-1.6042047","-2.9459276","-7.785344","-12.335476","0.0","-3.451182","1.2476101","2.5251915"
"529","ALGN_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","17.386139","13.861389","3.908325","15.261969","85.40889","-4.63028","131.20631","-28.819925","-153.27965","-182.09958","19.63258","0.0","-75.65827","0.0","-56.020596","0.064741224","-106.8542","0.015287671","1.442137"
"537","ALIM_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-40.08269","0.115399055","0.0","0.0","12.856351","-2.5734134","-29.684355","-0.38603878","0.25479454","-0.13124424","-0.45200658","0.0","20.51844","0.65022206","20.706764","0.03956284","-9.059377","0.4583068","0.0"
"545","ALKS_nasdaq","2013","2","3 months ending 2013-06-30","days","366.50085","2013-06-30","In Millions of USD (except for per share items)","26.150545","79.29507","0.0","-2.789726","36.542877","-31.102877","108.095894","-20.361095","-36.384792","-56.745895","1.7589041","0.0","40.967674","-64.57082","-21.844246","0.0","29.505753","5.7712326","4.460274"
"554","ALGT_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","96.848236","63.701256","0.0","6.129074","10.932971","52.001556","229.61823","-129.75555","-84.59416","-214.34492","2.380528","-19.670135","-28.943653","-3.3520365","-49.600285","0.0","-34.321907","4.4028497","19.333807"
"565","AFOP_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","10.975444","1.7303838","0.0","-1.8854795","0.7595217","-0.38145578","11.208305","-2.459888","-0.8891605","-3.3490481","0.0","-5.585096","-1.0513481","-0.117205486","-6.753649","0.06897852","1.1745863","0.0","0.42712927"
"573","AIQ_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-9.532326","87.61565","0.0","-10.842193","31.827883","-14.34541","84.71371","-29.386942","24.917498","-4.464647","-24.35052","0.0","-0.04676623","-51.054176","-75.446365","0.0","4.8078","45.389008","2.1229343"
"581","AHGP_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","0.0","0.0","0.0","0.0","0.0","647.3602","647.3602","-377.635","-173.42368","-551.0587","-100.25755","-172.00986","0.0","30.423645","-241.85367","0.0","-145.55212","35.72557","0.0"
"589","ARLP_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","0.0","0.0","0.0","0.0","0.0","652.99475","652.99475","-377.635","-173.42368","-551.0587","-5.854498","-270.75372","0.0","30.423645","-246.18462","0.0","-144.25372","35.72557","0.0"
"597","AHPI_nasdaq","2013","2","12 months ending 2013-06-30","days","366.2498","2013-06-30","In Millions of USD (except for per share items)","-1.2642336","1.313613","0.0","-0.7627737","0.050182484","0.67386866","0.02069343","-1.3732847","0.0","-1.3732847","0.0","0.0","-0.2509124","0.0","-0.2509124","0.0","-1.6035037","0.0","0.0"
"605","AMOT_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","4.512327","1.738189","0.0","0.39747944","1.0979803","-2.686716","5.0541644","-2.4821448","-0.68794525","-3.1700897","0.0","-0.8434646","0.5889712","0.27545685","0.026059285","-0.11627997","1.8037444","0.0101917805","1.6408768"
"613","ALLT_nasdaq","2012","4","12 months ending 2012-12-31","days","367.0012","2012-12-31","In Millions of USD (except for per share items)","6.6026845","3.0449588","1.4468493","-0.23186302","4.3032055","-3.6216712","11.554165","-3.973315","-119.941895","-123.91521","0.0","0.0","6.803288","-2.4468493","4.3564386","0.0","-107.994606","0.0","0.0"
"621","MDRX_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-34.67931","160.59692","0.0","-34.839542","40.450634","32.186287","163.715","-127.20345","-134.49748","-261.70093","-36.92518","0.0","-52.495003","129.47488","40.05979","-1.1103576","-59.03649","5.7175894","3.5875068"
"629","AFAM_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","14.512639","2.600532","0.0","2.692325","4.2089376","-11.340285","12.6741495","-2.5052156","2.7217073","0.22158754","-0.069234975","-9.457973","-0.9274521","-1.1060424","-11.560702","0.0","1.3449244","0.050958905","4.255069"
"637","ALNY_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-80.904495","9.393789","0.0","0.0","7.090502","-18.789776","-83.21506","-6.4112434","-173.90996","-180.32121","0.0","0.0","227.79956","0.0","227.79956","0.0","-35.731613","0.0","0.0101917805"
"645","AOSL_nasdaq","2013","2","12 months ending 2013-06-30","days","366.2498","2013-06-30","In Millions of USD (except for per share items)","-5.5855107","28.909817","0.5315693","1.0218613","7.4428835","-4.188321","28.1423","-17.621277","0.29014596","-17.331133","0.0","0.0","3.0882115","-3.579562","-0.48135036","0.0","10.319818","0.42","3.78"
"653","ATEC_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-15.108356","24.575527","0.0","-1.9010459","13.45499","-12.662084","8.359034","-16.95745","-4.975462","-21.93291","0.0","0.0","0.040767122","4.666285","4.707052","0.47841153","-8.388415","3.0902724","1.7210504"
"661","ALTR_nasdaq","2013","2","6 months ending 2013-06-28","days","366.76196","2013-06-28","In Millions of USD (except for per share items)","503.64935","40.944717","1.1053005","-16.75125","91.246475","-108.369965","511.8149","-55.377014","-518.30835","-573.69055","-37.49538","-122.14557","-119.47311","0.0","-279.11404","0.0","-340.97992","3.5539727","5.0476713"
"669","ALTE_nasdaq","2013","1","3 months ending 2013-03-31","days","367.4988","2013-03-31","In Millions of USD (except for per share items)","207.22812","0.0","-20.738989","0.0","64.20584","15.545187","266.24243","0.0","420.08115","420.08115","-16.685295","-59.252697","-118.68823","0.0","-194.62622","-1.7323141","489.97495","32.372658","8.298122"
"678","ASPS_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","118.99428","15.7207985","12.691319","1.5236713","8.146355","-30.961393","126.11505","-31.374538","-164.91919","-196.29372","-63.54969","0.0","-55.04332","297.68506","179.08217","0.0","108.90347","8.053213","3.6592953"
"686","APSA_nasdaq","2013","1","9 months ending 2013-03-31","days","366.00052","2013-03-31","In Millions of ARS (except for per share items)","343.34363","125.83707","0.0","0.0","183.61305","-4.8470955","647.95917","-34.43222","-364.06192","-398.49664","-225.67352","-204.9762","0.0","246.3117","-184.34055","3.78","68.894516","0.0","228.55804"
