"index","ticker","year","quarter","QuarterHeading","QuarterRange","QuarterCountperRange","DateString","CurrencyHeader","Net Income/Starting Line","Depreciation/Depletion","Amortization","Deferred Taxes","Non-Cash Items","Changes in Working Capital","Cash from Operating Activities","Capital Expenditures","Other Investing Cash Flow Items, Total","Cash from Investing Activities","Financing Cash Flow Items","Total Cash Dividends Paid","Issuance (Retirement) of Stock, Net","Issuance (Retirement) of Debt, Net","Cash from Financing Activities","Foreign Exchange Effects","Net Change in Cash","Cash Interest Paid, Supplemental","Cash Taxes Paid, Supplemental"
"25829","GSE_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-35.392483","15.335083","0.601315","-1.9670137","27.084167","-1.6113834","4.0547786","-24.05208","-9.539139","-33.58612","-1.1489394","0.0","34.33938","-4.939189","28.256342","0.7873652","-0.4927292","8.07189","0.7032329"
"25837","GSH_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of CNY (except for per share items)","0.0","0.0","0.0","0.0","0.0","1980.8213","1980.8213","0.0","-1721.7881","-1721.7881","-361.20242","0.0","0.0","0.0","-361.20242","0.0","-102.16922","85.4326","269.92422"
"25845","GES_nyse","2013","-1","26 weeks ending 2013-08-03","days","367.0","2013-08-03","In Millions of USD (except for per share items)","142.30042","86.812485","2.2266307","3.6401618","22.91097","-21.638058","236.25761","-90.11078","0.14285755","-89.96793","-2.8951752","-120.267105","-86.606834","-0.8569002","-210.62105","-2.1392453","-66.47062","0.9588679","97.06547"
"25853","GOF_nyse","2013","-1","12 months ending 2013-05-31","days","366.24796","2013-05-31","In Millions of USD (except for per share items)","43.375298","0.0","0.0","0.0","-30.603771","-74.253555","-61.492077","0.0","0.0","0.0","5.962186","-22.955463","59.26224","25.590164","67.85912","0.0","6.367104","1.5628961","0.0"
"25861","GWRE_nyse","2013","-1","12 months ending 2013-07-31","days","366.00052","2013-07-31","In Millions of USD (except for per share items)","7.156603","4.394904","0.0","-5.763014","37.547234","-27.021343","16.314384","-9.386465","-144.94952","-154.3335","-18.841454","0.0","10.258739","0.0","-8.582712","-0.33197263","-146.93631","0.0","2.1421645"
"25869","GUL_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","124.282715","152.05807","0.0","124.83855","2.310345","-77.67003","325.81482","-295.4135","-21.390898","-316.79932","-63.22372","-122.305374","109.39995","165.13637","89.007225","0.0","98.03264","56.383682","-48.821384"
"25877","GLF_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","22.410656","60.30261","0.0","-1.0917697","9.848047","-27.033005","64.43174","-207.75119","11.95953","-195.79167","-11.250021","-26.631771","-10.241802","98.52394","50.40515","-1.5754998","-82.520386","19.121433","4.379444"
"25885","HQH_nyse","2013","1","6 months ending 2013-03-31","days","365.7531","2013-03-31","In Millions of USD (except for per share items)","0.0","0.0","0.0","0.0","0.0","22.557537","22.557537","0.0","0.0","0.0","0.0","-17.541645","-5.01589","0.0","-22.557537","0.0","0.0","0.0","0.0"
"25893","HQL_nyse","2013","1","6 months ending 2013-03-31","days","365.7531","2013-03-31","In Millions of USD (except for per share items)","0.0","0.0","0.0","0.0","0.0","15.017712","15.017712","0.0","0.0","0.0","0.0","-9.532997","-5.4847126","0.0","-15.012669","0.0","0.0","0.0","0.0"
"25901","HRB_nyse","2013","-1","3 months ending 2013-07-31","days","365.50018","2013-07-31","In Millions of USD (except for per share items)","0.0","0.0","0.0","0.0","0.0","54.432983","54.432983","-119.39757","7.0265756","-112.37099","-126.872665","-217.59877","-218.91843","-104.67551","-668.05536","-5.4038906","-731.4073","75.34926","223.2916"
"25910","FUL_nyse","2013","-1","39 weeks ending 2013-08-31","days","367.0","2013-08-31","In Millions of USD (except for per share items)","107.68232","39.04653","21.57912","-4.303626","-4.3418694","-44.856647","114.8084","-91.82347","-84.19023","-176.01369","2.2453845","-18.568077","-4.2071977","52.50746","31.9776","0.875165","-28.35511","21.807087","40.79984"
"25918","HNZ_nyse","2013","-1","39 weeks ending 2013-01-27","days","367.0","2013-01-27","In Millions of USD (except for per share items)","1075.8088","297.53625","47.196484","-104.4514","40.59011","-455.7967","900.88354","-369.9993","38.0664","-331.93292","7.0535355","-659.917","-205.07974","124.82376","-733.1161","-81.62404","-245.80197","71.01471","67.84657"
"25926","HAE_nyse","2013","2","13 weeks ending 2013-06-29","days","366.0","2013-06-29","In Millions of USD (except for per share items)","21.443188","67.82978","0.0","0.44574174","19.54118","-31.589972","77.66992","-60.074203","-426.14273","-486.21942","4.0575275","0.0","-5.3357687","359.71338","358.42514","-0.25398353","-50.368298","6.864972","10.867417"
"25935","HK_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","14.628315","221.23944","0.0","14.41198","5.59338","31.717793","287.59567","-1732.9661","-880.6684","-2613.6343","-12.310989","0.0","811.0757","1529.0815","2327.8313","0.0","1.8074688","5.9672875","0.045863017"
"25943","HAL_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","1972.9558","1741.5345","0.0","84.08219","895.78503","-1377.3958","3316.9617","-3197.9377","140.5897","-3057.3477","-37.758648","-398.16855","-966.1975","0.0","-1402.1248","-26.825346","-1169.3362","294.22354","945.2664"
"25951","HBI_nyse","2013","2","26 weeks ending 2013-06-29","days","367.0","2013-06-29","In Millions of USD (except for per share items)","256.66724","85.6693","7.2424455","-14.118517","60.312477","-98.47413","297.30392","-37.00283","6.6732144","-30.334698","-5.546291","-19.8","9.727116","-206.58954","-222.21362","-1.4592034","43.296402","2.0380497","16.400963"
"25959","HGR_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","55.768127","36.251797","0.0","-4.723254","43.19272","-61.691906","68.7777","-34.750706","-37.384743","-72.125565","-2.9600096","0.0","3.426323","-22.483738","-22.022217","0.0","-25.370075","13.942357","17.565535"
"25967","HASI_nyse","2013","2","6 months ending 2013-06-30","days","365.00528","2013-06-30","In Millions of USD (except for per share items)","-4.995387","0.43970525","0.0","0.0","7.329045","-5.5124636","-2.7491007","-0.0560548","-146.34328","-146.39934","-2.35","0.0","148.18765","2.0067787","147.85432","0.0","-1.2940159","4.3941097","0.0"
"25974","HRG_nyse","2013","2","9 months ending 2013-06-30","days","366.00143","2013-06-30","In Millions of USD (except for per share items)","164.00067","75.96863","276.9504","124.895966","-102.59126","-287.92862","251.29831","-72.222","-2167.0488","-2239.2708","-428.30893","-51.05218","0.0","2331.3167","1851.9556","-5.218711","-141.23578","60.793976","12.033947"
"25982","HOG_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","808.39343","168.60878","0.0","65.45671","-334.24527","85.627556","793.8364","-162.17458","-257.28265","-419.4572","20.303333","-165.37897","-317.3863","106.773285","-355.68356","-22.481888","-3.7960815","114.77474","161.9525"
"25990","HAR_nyse","2013","2","12 months ending 2013-06-30","days","366.2498","2013-06-30","In Millions of USD (except for per share items)","142.90971","128.50572","0.0","7.6232114","4.01219","-241.04678","42.004013","-101.92149","91.341675","-10.579817","7.832555","-41.562447","-5.4197083","-164.98431","-204.12387","8.897554","-163.81212","6.819197","24.365328"
"25998","HMY_nyse","2013","2","12 months ending 2013-06-30","days","366.2498","2013-06-30","In Millions of USD (except for per share items)","0.0","0.0","0.0","0.0","0.0","326.16788","326.16788","-422.17517","140.52919","-281.646","0.0","-49.18613","0.0","39.211678","-9.974453","-41.10949","-6.5620437","0.03649635","0.076642334"
"26006","HRS_nyse","2013","2","12 months ending 2013-06-28","days","366.2498","2013-06-28","In Millions of USD (except for per share items)","108.693794","221.19965","0.0","-49.589413","487.21713","67.35182","834.873","-178.67992","159.07846","-19.601461","0.0","-165.15474","-317.69305","-358.4518","-841.2996","-8.595985","-34.62409","109.9","212.9"
"26014","HTSI_nyse","2013","-1","39 weeks ending 2013-07-02","days","366.0","2013-07-02","In Millions of USD (except for per share items)","107.820854","145.55974","0.0","-19.327557","12.288847","-14.820412","231.524","-186.14615","44.64589","-141.50024","0.97038466","-53.916462","-3.0354946","-23.82745","-79.819016","0.0","10.204754","17.31467","65.52742"
"26022","HSC_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-93.434944","248.68118","19.052073","-7.9600487","134.43565","-143.67291","157.10101","-253.92772","35.63273","-218.30011","3.0782971","-66.396904","0.73286045","108.99355","46.4129","-4.604343","-19.395338","23.186302","21.708492"
"26030","HHS_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-27.657963","19.65001","0.23109917","-20.050812","96.90443","1.1092873","70.16626","-16.35028","4.80209","-11.533204","0.060247477","-19.049831","-2.7762456","-41.311584","-63.077415","-0.40700215","-4.8465614","1.630685","6.9304113"
"26038","HIG_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-445.654","294.35516","0.0","-725.8544","2502.807","42.22119","1667.875","0.0","199.37976","199.37976","-1197.0203","-217.4005","-373.5689","-673.2842","-2461.2737","-161.07251","-755.0916","365.4779","-107.21219"
"26046","HNR_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","43.255455","0.4019509","0.0","-0.417863","-76.7502","-4.1204896","-37.63114","-49.486916","-0.5619864","-50.053997","-1.8896499","0.0","0.48559266","33.877483","32.483315","0.0","-55.201824","0.32613698","0.11210959"
"26054","HTS_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","314.44598","0.0","0.0","0.0","127.15161","-4.9700875","436.62244","0.0","-4474.961","-4474.961","107.94244","-305.2887","441.25824","3624.8264","3868.7532","0.0","-169.5946","205.8343","0.0"
"26062","HVT_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","20.544914","20.26648","0.0","-1.1261919","4.0515003","-4.3183928","39.4234","-22.853127","0.12739727","-22.730827","-2.657334","-14.337204","1.8668131","-0.82757485","-15.950505","0.0","0.74207103","0.0","0.0"
"26070","HVT/A_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","20.544914","20.26648","0.0","-1.1261919","4.0515003","-4.3183928","39.4234","-22.853127","0.12739727","-22.730827","-2.657334","-14.337204","1.8668131","-0.82757485","-15.950505","0.0","0.74207103","0.0","0.0"
"26078","HE_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","146.01077","155.60452","6.8949623","86.25464","37.4279","-183.30807","248.8796","-322.9552","-132.31879","-455.274","100.04605","-99.310555","23.890362","90.73909","115.37483","0.0","-91.014435","58.71871","-27.244614"
"26086","HCA_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","1986.5798","1695.3213","0.0","0.0","4158.755","-4176.1055","3664.5508","-1835.0623","2.4141312","-1832.6484","-388.12952","-1614.0769","0.0","99.14349","-1903.0631","0.0","-71.160706","1777.0874","538.45605"
"26094","HCC_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","391.26126","18.91745","0.0","0.0","13.044866","14.566536","437.7902","0.0","-434.2117","-434.2117","2.0387912","-65.67357","-96.43219","107.90576","-52.151325","0.0","-48.58781","25.460619","153.84262"
"26102","HCP_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","877.1268","395.51718","-7.140045","0.0","-167.29855","-5.503829","1092.7113","-1157.0613","-438.54364","-1595.605","-25.52624","-913.18445","824.1866","534.0536","419.52936","0.059344262","-83.29497","401.57962","2.8903065"
"26114","HW_nyse","2013","2","9 months ending 2013-06-30","days","366.00143","2013-06-30","In Millions of USD (except for per share items)","-18.96957","52.40292","0.0","0.27015597","13.207365","-26.806103","20.11473","-28.462912","-33.717434","-62.17293","-0.27772605","0.0","78.44632","-48.59259","29.573442","0.0","-12.484756","9.8885765","0.35416436"
"26122","HCN_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","228.36409","655.2756","14.209181","0.0","-78.07344","-0.57531166","819.2049","-4276.4043","-227.57294","-4503.977","-25.300104","-796.4402","3537.6772","896.0548","3612.0017","0.6626776","-72.107666","383.12546","4.1558046"
"26130","HMA_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","136.80894","377.64508","0.0","27.651628","1039.218","-1151.8126","429.52097","-339.60645","-135.53305","-475.13953","-32.594093","0.0","24.756449","21.271198","13.423664","0.0","-32.185005","270.8322","36.55792"
"26138","HNT_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","144.81754","34.616596","0.0","17.156189","-48.922638","-264.08606","-116.41835","-63.72839","92.954285","29.225899","160.30173","0.0","-95.31164","18.356913","83.33711","0.0","-3.8454552","31.194109","36.186253"
"26146","HR_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-22.160812","102.748566","0.0","0.0","32.221985","-10.419523","102.39021","-65.64706","-93.4338","-159.09076","-3.4030066","-102.57318","233.8052","-75.65738","52.17672","0.0","-4.519017","37.644047","0.0"
"26154","HTA_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","3.0306034","115.33943","0.0","0.0","7.524702","4.6552577","130.54489","-241.99216","-2.2990606","-244.28136","-328.62726","-110.95493","30.889526","598.919","190.22131","0.0","76.495026","38.115707","1.1488945"
"26162","HLS_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","362.43555","86.7471","0.0","-0.5805092","50.265995","-64.850945","434.01718","-139.99603","-51.410282","-191.40631","-44.16364","-23.91021","-254.98264","69.380936","-253.67554","0.0","-11.064659","44.894794","4.892055"
"26170","HPY_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","72.77855","30.467693","45.226974","8.009726","14.156082","-54.684906","115.94423","-40.800014","-34.906334","-75.696465","9.500579","-9.802319","-69.67595","33.153393","-36.824287","0.0050958903","3.428575","3.6501741","36.237717"
"26178","HEK_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-23.91227","65.94481","25.915983","-44.624367","21.376225","7.0100384","51.710407","-45.96041","-175.10852","-221.07404","-91.64524","0.0","37.938904","184.56169","130.86017","0.0","-38.508255","30.514961","1.2826144"
"26186","HL_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-5.991261","59.984848","0.0","-1.3121305","0.8959961","-8.24786","45.33948","-117.26562","-323.86655","-441.13217","-1.7965633","-13.504711","-1.3773513","478.2508","461.577","0.0","65.774414","1.0038905","0.0"
"26194","HEI_nyse","2013","-1","9 months ending 2013-07-31","days","365.67056","2013-07-31","In Millions of USD (except for per share items)","110.4152","32.735756","0.0","-2.3714597","5.3584213","-35.856503","110.28063","-17.590628","-96.352234","-113.93295","-26.339245","-157.36044","0.6160339","180.418","-2.6763687","-0.09569964","-6.423582","0.61150694","11.083561"
"26202","HEI/A_nyse","2013","-1","9 months ending 2013-07-31","days","365.67056","2013-07-31","In Millions of USD (except for per share items)","110.4152","32.735756","0.0","-2.3714597","5.3584213","-35.856503","110.28063","-17.590628","-96.352234","-113.93295","-26.339245","-157.36044","0.6160339","180.418","-2.6763687","-0.09569964","-6.423582","0.61150694","11.083561"
"26210","HLX_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","8.084391","98.679","0.0","-19.572727","232.9709","-117.76104","202.41043","-265.87872","640.92175","375.04297","-19.60224","0.0","-8.7192135","-531.84424","-560.16565","2.5784202","19.86604","55.201103","71.40215"
"26218","HP_nyse","2013","2","9 months ending 2013-06-30","days","366.00143","2013-06-30","In Millions of USD (except for per share items)","722.7805","434.33636","0.0","64.6078","-171.93854","-36.057228","1013.7389","-895.97534","280.04318","-615.93225","6.175133","-47.03234","-12.996639","-29.301369","-83.15521","0.0","314.65402","2.7288494","36.93502"
"26226","HLF_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","502.347","79.750824","0.0","-12.465006","31.95257","35.36801","636.9435","-117.362686","-1.7436978","-119.10639","12.861727","-129.98477","-440.85385","614.5021","56.515305","-25.73661","548.6256","19.140688","202.32745"
"26234","HTGC_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","60.987778","0.23679723","0.0","0.0","-250.25763","-2.3488374","-191.39685","-0.20411438","-1.6715301","-1.8657538","152.70856","-51.78306","133.80872","-29.579147","205.14996","0.0","11.882553","9.646521","0.020383561"
"26242","HT_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","21.619297","58.92725","3.1116266","0.306612","-3.2908523","-3.835946","76.83319","-253.97574","46.607536","-207.35832","-3.9887774","-121.24398","136.10277","102.99647","113.87128","0.0","-16.663736","39.904346","0.0"
"26250","HSY_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","733.8257","204.8334","0.0","-7.3637505","-18.564451","-9.186668","903.5442","-298.50726","-100.45398","-398.96124","48.701782","-354.77795","-316.22104","-22.826557","-645.11865","0.0","-140.53568","98.29497","355.43793"
"26258","HTZ_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","261.74738","2424.398","102.89305","158.09282","167.16064","-286.57513","2827.7114","-11975.359","6328.0293","-5647.329","-86.73292","0.0","-433.43","3092.2273","2572.0696","-5.185341","-252.73279","598.3273","79.04721"
"26266","HES_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","3908.7085","2780.658","0.0","-13.3385315","-1235.991","-512.34216","4927.695","-6920.6675","3995.1782","-2925.4893","-148.90034","-155.38564","5.6054797","-1473.1415","-1771.8221","0.0","230.3833","213.5178","928.47125"
"26274","HPQ_nyse","2013","-1","9 months ending 2013-07-31","days","365.67056","2013-07-31","In Millions of USD (except for per share items)","302.02344","4777.846","0.0","468.0702","7309.669","-1160.0815","11697.527","-3094.0664","405.32355","-2688.743","3.3908587","-1069.3413","-1319.9781","-3217.8545","-5603.782","0.0","3405.0015","218.10413","445.89038"
"26282","HXL_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","174.81892","56.94139","0.0","33.15395","12.213968","-51.682247","225.44598","-225.37317","2.700822","-222.67233","3.3660755","0.0","-49.453552","59.167747","13.080269","-0.62934804","15.224558","6.420822","11.924383"
"26290","HF_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","37.72435","1.829012","4.6719728","2.9112473","-1.5616062","-8.859713","36.705376","-1.7184302","0.0","-1.7184302","-0.091190815","-28.710247","-1.9766815","-0.34140238","-31.119522","0.0","3.8575335","1.9924933","7.2208767"
"26298","HGG_nyse","2013","2","3 months ending 2013-06-30","days","366.50085","2013-06-30","In Millions of USD (except for per share items)","17.854383","41.274933","0.0","4.9460273","15.108631","-46.600273","32.583702","-46.06","0.022602739","-46.0374","0.4346575","0.0","-41.200275","20.70781","-20.047808","0.0","-33.493973","1.8615068","12.142329"
"26307","HCLP_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","47.36416","1.9728789","0.0","0.0","3.723947","-8.94515","44.115837","-45.485146","-131.31357","-176.78883","3.4372952","-29.050966","0.0","168.7056","143.09192","0.0","10.4288225","0.68966234","0.0"
"26314","ONE_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","32.002537","11.751156","0.0","1.927016","-4.4051795","1.3789344","42.654465","-17.641113","-56.832718","-74.47384","2.2609806","0.0","-62.27593","72.41739","12.412338","0.0","-19.416927","0.0","0.0"
"26322","HIW_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","85.78903","164.5268","0.0","0.0","-10.064953","-26.039162","214.2168","-508.50235","148.7479","-359.75446","-14.082521","-136.88373","248.5939","45.61493","143.24261","0.0","-2.2950687","87.709656","0.0"
"26330","HIL_nyse","2013","2","26 weeks ending 2013-06-30","days","367.0","2013-06-30","In Millions of USD (except for per share items)","-12.156648","11.523022","0.0","3.2745605","5.449176","-17.497362","-9.422307","-2.4990659","-6.861374","-9.370384","-2.4374175","0.0","0.03010989","26.631538","24.229342","-0.9778571","4.4636264","14.349836","7.6291757"
"26338","HI_nyse","2013","2","9 months ending 2013-06-30","days","366.00143","2013-06-30","In Millions of USD (except for per share items)","68.05101","80.337135","0.0","-21.59952","8.377737","-49.339153","85.827194","-24.355495","-410.60513","-434.9606","-1.2024689","-48.495003","0.0","394.35083","344.65338","1.0218297","-3.4581985","2.879178","8.994247"
"26346","HRC_nyse","2013","2","9 months ending 2013-06-30","days","366.00143","2013-06-30","In Millions of USD (except for per share items)","100.2248","82.363106","34.573357","-24.071833","15.539307","25.138954","233.76768","-69.34163","-112.55725","-181.8989","-1.6356194","-30.685007","-70.13555","23.522003","-78.934166","-1.7078612","-28.773216","1.681644","13.274796"
"26354","HSH_nyse","2013","2","52 weeks ending 2013-06-29","days","366.0","2013-06-29","In Millions of USD (except for per share items)","253.54579","148.80586","18.095238","44.227108","-99.60073","-110.73993","254.33333","-140.78389","99.7326","-41.05128","0.0","-46.227108","47.307693","-46.03663","-44.956043","-2.0","166.326","35.0","15.03663"
"26362","HTH_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","52.818745","-19.122211","0.0","-14.680646","29.639929","23.876572","72.53238","-20.167137","-177.3297","-197.49683","-74.15399","-0.69234973","-0.66246575","175.87689","100.36807","0.0","-24.586494","20.011705","40.410732"
"26370","HNI_nyse","2013","2","26 weeks ending 2013-06-29","days","367.0","2013-06-29","In Millions of USD (except for per share items)","37.143326","44.877357","0.0","9.258186","19.367283","-49.612907","61.04325","-69.941734","-12.220495","-82.15222","-0.4151649","-43.644722","-8.700495","50.083714","-2.686676","0.0","-23.800743","5.524588","6.8104396"
"26378","HEP_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","88.553185","58.240986","0.0","0.0","7.351318","9.423896","163.55441","-38.872787","2.452896","-36.41989","-126.8651","-129.2505","66.91572","64.92641","-124.26839","0.0","2.8661318","19.608986","0.0"
"26386","HFC_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","1499.355","264.45926","0.0","36.82027","17.6983","-524.46875","1293.864","-339.7782","-201.70149","-541.4796","-49.665745","-597.33075","-402.89816","-15.203114","-1065.0879","0.0","-312.7085","97.89134","833.6687"
"26394","HD_nyse","2013","-1","26 weeks ending 2013-08-04","days","367.0","2013-08-04","In Millions of USD (except for per share items)","5282.388","1716.7305","48.36927","-24.644207","224.7062","948.54987","8196.1","-1253.2318","-56.838272","-1310.0701","124.57951","-2012.1509","-5791.6875","1961.0431","-5718.216","10.002695","1177.8167","307.66846","1237.6549"
"26402","HME_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","177.06378","174.94327","0.0","0.0","-72.07242","5.4049883","285.33963","-385.85327","197.24683","-188.60643","-197.7934","-167.6775","123.64512","139.49411","-102.32655","0.0","-5.5984764","64.84521","0.0"
"26410","HCI_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","51.58898","1.8388803","0.0","4.558558","2.2824347","35.955154","96.22911","-3.272108","-6.819795","-10.091904","-1.5237714","-9.396454","17.059837","39.81011","45.949722","-0.03446695","132.04736","0.0","33.776108"
"26418","HMC_nyse","2013","2","3 months ending 2013-06-30","days","366.50085","2013-06-30","In Millions of JPY (except for per share items)","428786.16","633583.9","0.0","0.0","-2773.712","-152106.06","907490.25","-1552030.8","247879.2","-1304151.5","75047.07","-132011.16","-11.2739725","228104.08","171128.72","127725.44","-97807.11","65539.66","-104411.84"
"26427","HON_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","3456.3418","961.46954","0.0","225.78363","-354.98395","-916.8398","3371.771","-790.71716","-790.5443","-1581.2615","108.65173","-1274.8445","-282.99252","191.7248","-1257.4607","-140.14478","392.9043","175.29863","468.31235"
"26435","HMN_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","0.0","0.0","0.0","0.0","0.0","41.225937","187.76758","0.0","-415.62744","-415.62744","285.74783","-27.469524","0.19591808","-4.208336","254.25089","0.0","26.391037","-14.002592","-29.662016"
"26443","HRL_nyse","2013","-1","39 weeks ending 2013-07-28","days","366.0","2013-07-28","In Millions of USD (except for per share items)","500.60452","114.05726","9.451787","-4.8168406","13.38772","-71.55449","561.13995","-102.53192","-579.6247","-682.1566","20.493626","-168.31628","-28.323933","0.0","-176.14656","0.28293955","-296.8703","3.2958794","57.92061"
"26451","HOS_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","48.52723","61.2042","29.930237","22.761826","59.292908","-39.328163","182.38824","-385.71753","19.54973","-366.17764","-30.587929","0.0","33.95356","351.69482","355.06046","-0.40822875","170.87268","47.29489","2.5866604"
"26459","HSP_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-20.698568","167.34692","85.626236","-104.5689","143.94206","21.982811","293.63055","-314.56598","0.2126447","-314.3533","1.6156313","0.0","10.059087","26.593298","38.268017","-16.49942","1.0458374","102.91826","24.640581"
"26467","HPT_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","149.48047","277.20178","0.0","0.0","-42.920296","-28.286226","355.46582","-461.00076","-218.8808","-679.8816","-5.875829","-273.51166","411.52036","376.98093","509.10873","0.0","184.70293","132.56776","2.698469"
"26475","HST_nyse","2013","2","26 weeks ending 2013-06-30","days","367.0","2013-06-30","In Millions of USD (except for per share items)","212.1978","730.83514","0.0","7.6923084","-32.0989","-61.56044","857.0659","-570.7418","93.14286","-477.59888","-16.241758","-236.77473","330.95605","-685.2967","-607.3572","-4.9725275","-232.86264","339.7912","12.098902"
"26483","HOV_nyse","2013","-1","9 months ending 2013-07-31","days","365.67056","2013-07-31","In Millions of USD (except for per share items)","-27.291393","5.664134","0.0","0.0","17.863148","-44.907585","-48.675034","-2.3877096","25.806845","23.419132","11.747952","0.0","12.031399","-36.28965","-12.500374","0.0","-37.75627","85.89884","5.664152"
"26491","HHC_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-163.5737","21.21659","4.3129854","17.964228","254.25697","32.25345","166.44043","-133.01709","-43.49562","-176.52261","-44.684322","-0.00989071","0.0","39.791782","-4.9123306","0.0","-14.994506","29.938435","2.5006325"
"26499","HBC_nyse","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","24439.723","2490.5024","0.0","0.0","-2532.9832","-9986.826","14410.416","-2739.1348","25756.34","23017.205","-625.0126","-6362.5938","424.46985","-919.4726","-7482.609","-7356.453","22588.559","0.0","4948.8496"
