FloatShares,Ticker,Price,52 week high,52 week low,avg Daily Volume,50 day Moving Average,200 day moving average,price/eps estimate this year,price/eps estimate next year,Short Ratio
55626000,HLSS_nasdaq,23.56,13.31,24.97,730720,23.662,22.3776,12.6,11.96,2.6
57401000,AWAY_nasdaq,31.5,19.58,34.3,1048700,30.452,28.2218,51.64,40.91,10.7
9093000,HCIIP_nasdaq,31,15.05,35.46,788,33.0609,26.7907,N/A,N/A,N/A
11803000,HMST_nasdaq,21.38,15.39,28.73,131633,21.8494,23.7618,7.32,5.73,5
18795000,HTBI_nasdaq,16.65,11.24,17,51009,16.2937,15.3256,33.3,41.62,10.5
7528000,HPJ_nasdaq,1.12,0.74,1.5,25359,1.0994,1.0388,N/A,N/A,0.2
0,HKTV_nasdaq,6.06,3.64,10.32,27747,6.4557,6.2086,N/A,N/A,N/A
10458000,HOFT_nasdaq,16.43,11.35,18.31,30366,16.4011,15.8847,18.26,14.16,11.2
5886000,HFBC_nasdaq,10.84,6.92,11.22,3819,10.9249,10.2781,30.11,18.69,0.4
6360000,HBNC_nasdaq,20.74,16.35,21.35,18136,20.0046,19.9331,9.1,9.56,10.5
38352000,HZNP_nasdaq,2.51,1.97,8.35,309683,2.3794,2.382,N/A,N/A,20.1
8176000,HRZN_nasdaq,13.94,12.77,18.17,65044,13.964,14.6136,10.25,9.61,6.1
38353000,ZINC_nasdaq,12.98,8.2,13.14,346770,11.9846,10.8559,86.53,12.98,12.3
N/A,HOTT_nasdaq,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A
17543000,HWCC_nasdaq,14.19,10.32,14.82,59039,14.2014,12.872,13.91,12.03,14
112162000,HOVNP_nasdaq,18,6.17,18.25,14173,17.2877,15.4666,N/A,N/A,N/A
3048000,HBMD_nasdaq,7.3,6.01,9.55,839,7.348,6.972,N/A,N/A,5.4
34370000,HSNI_nasdaq,54,39.67,60.87,194011,55.3783,55.4688,17.65,15.79,11.2
35162000,HUBG_nasdaq,36.12,27.26,41.18,212588,36.5309,36.8591,17.62,15.64,5.9
443019000,HCBK_nasdaq,9.36,5.69,9.38,3530620,8.6369,8.5259,24,28.36,1.7
25119000,HSON_nasdaq,2.49,2.1,4.9,170630,2.4357,3.5856,N/A,N/A,11.2
18036000,HDSN_nasdaq,2.45,2.25,5.04,197939,3.4577,3.8104,9.8,7.66,2.8
830269000,HBAN_nasdaq,8.22,5.81,8.25,9773430,7.7066,7.2238,12.27,11.91,1.2
830269000,HBANP_nasdaq,1238.9299,851.25,1390,700,1287.47,1284.95,N/A,N/A,N/A
0,HPCCP_nasdaq,28,25.69,30.99,2339,28.8169,28.6091,N/A,N/A,N/A
6277000,HURC_nasdaq,29.57,19.58,30.5,10277,28.0346,27.2653,12.58,11.69,14.8
21590000,HURN_nasdaq,44.75,28.51,46.48,133338,44.2791,38.9773,17.15,15.02,4.5
25382000,HTCH_nasdaq,4.81,1.2,6.69,608486,5.5354,3.4455,N/A,N/A,0.9
1952000,HPAC_nasdaq,10.355,9.5,10.37,431,10.324,10.2399,N/A,N/A,0.1
4240000,HYGS_nasdaq,14.3,4.62,16.75,104947,12.9971,9.4664,N/A,N/A,1.4
5259000,HPTX_nasdaq,22.17,9.95,26.5,85170,20.6203,19.5917,N/A,30.37,15
8160000,IDSY_nasdaq,5,4.23,6.72,35078,5.0463,5.5366,33.33,10,0.9
76589000,IACI_nasdaq,47.13,38.2,55.57,1089350,49.0909,45.4222,11.93,10.2,6.1
28803000,IBKC_nasdaq,55.34,44.28,56.11,195602,52.038,50.4117,16.98,15.68,6
9422000,ICAD_nasdaq,5.95,1.75,6.9,34755,5.8834,5.3485,N/A,N/A,3.5
0,IEP_nasdaq,71.41,37.22,90.75,228461,75.9411,65.9795,8.56,10.33,0.4
17673000,ICFI_nasdaq,31.89,17.28,32.83,97055,30.3326,26.3806,15.41,14.43,4.7
34471000,ICGE_nasdaq,11.21,8.16,13.5,119380,11.3486,11.8123,1121,40.04,11.2
58931000,ICLR_nasdaq,36.33,21.71,36.92,345505,34.6991,31.2989,23.29,19.43,0.3
56039000,ICON_nasdaq,30.08,16.36,31.22,768541,29.882,25.9583,13.99,12.8,15.8
12833000,ICUI_nasdaq,73.76,50.19,76.64,122017,71.5317,63.2566,26.25,23.87,11.3
61609000,IDIX_nasdaq,3.47,3.21,11.3,1063860,4.4226,4.3607,N/A,N/A,14.9
50138000,INVE_nasdaq,0.816,0.65,1.6,178044,0.8297,1.1996,N/A,N/A,1.2
39623000,IDRA_nasdaq,0.7225,0.19,1.22,235122,0.7111,0.6907,N/A,N/A,6.6
53585000,IDXX_nasdaq,89.85,81.57,101.18,512844,86.7891,90.6399,26.12,23.46,9.9
2857000,IROQ_nasdaq,15.15,12.55,15.69,3005,15.2166,14.9631,N/A,N/A,0.9
29757000,IGTE_nasdaq,16.69,13.98,19.89,313944,15.218,16.969,9.99,8.69,1.8
6844000,IRG_nasdaq,18.66,10.8,20.5,68130,19.0557,15.8913,27.04,20.51,8.7
1771000,IGOI_nasdaq,2.199,2.09,7.2,17583,2.3477,2.8976,N/A,N/A,8.7
51820000,IIVI_nasdaq,16.6,14.38,20,266353,16.5569,17.0821,19.08,15.81,9.3
37934000,IKAN_nasdaq,1.4,0.8,2.11,123072,1.3814,1.644,N/A,140,0.7
904000,IKNX_nasdaq,16.5,7.58,18.39,2020,15.8566,12.013,N/A,N/A,1
122591000,ILMN_nasdaq,73.44,38.92,77.14,1411830,71.1431,58.9821,43.71,37.09,23.2
2560000,ISNS_nasdaq,7.54,4.29,8.28,14544,5.9514,5.3588,39.68,N/A,0.2
19596000,IMMR_nasdaq,13.69,4.15,15.75,385309,14.0869,10.1882,47.21,21.39,1.9
2209000,ICCC_nasdaq,3.761,3.25,7,2127,3.6971,3.72,N/A,N/A,0.2
84280000,IMGN_nasdaq,17.57,10.85,18.83,756459,16.776,15.4755,N/A,N/A,12.9
76819000,IMMU_nasdaq,5.53,2.11,5.75,709197,4.1589,3.0547,N/A,N/A,11.9
58238000,IPXL_nasdaq,20.3,14.41,20.77,1072800,18.9231,18.5493,96.67,35,2.5
5166000,IMMY_nasdaq,8.06,2.55,30,27305,9.0763,7.7896,N/A,N/A,0.9
21828000,IMRS_nasdaq,2.73,2.21,4.75,48739,2.5689,3.261,N/A,N/A,4.2
50075000,SAAS_nasdaq,8.11,4.6,8.97,465053,7.7709,7.0293,N/A,N/A,2.8
119190000,INCY_nasdaq,22.95,15.43,26.3,1128200,21.708,20.8751,N/A,286.88,10.2
22013000,INDB_nasdaq,34.75,27.59,35.1,51919,33.3457,31.6121,14.72,14.07,51.9
8309000,IBCP_nasdaq,5.79,2.53,9,56489,6.304,6.0516,N/A,N/A,2.7
0,IBCPO_nasdaq,31.23,20.36,31.55,762,31.1023,29.8613,N/A,N/A,N/A
5057000,IBTX_nasdaq,29.61,27.54,31.66,36230,29.3651,29.0316,18.51,15.26,N/A
4300000,IDSA_nasdaq,2.52,2.36,5.22,9741,3.0511,3.0698,N/A,N/A,15.7
112351000,INFN_nasdaq,11.05,4.33,11.65,1839720,10.4983,7.826,N/A,52.62,5.8
0,INXB_nasdaq,7.84,7.41,8.03,4197,7.8414,7.7936,N/A,N/A,N/A
0,INXBU_nasdaq,8.35,8.01,8.55,80,8.3491,8.333,N/A,N/A,N/A
0,INXBW_nasdaq,0.59,0,0,0,0,0,N/A,N/A,N/A
40755000,INFI_nasdaq,16.22,14.25,50.51,1991880,20.4949,34.5708,N/A,N/A,0.8
11166000,IPCC_nasdaq,59.86,45.29,63.55,34573,58.5997,58.0791,21.77,16.18,7
107146000,INFA_nasdaq,34.75,23.83,43.51,1235140,35.4029,34.4199,24.65,21.19,3.5
26750000,III_nasdaq,1.92,0.95,2.15,99747,1.968,1.6505,14.77,10.11,0.9
9974000,IFON_nasdaq,0.4899,0.38,1.78,24419,0.4517,0.5637,N/A,N/A,N/A
10309000,IMKTA_nasdaq,25.23,14.93,27.1,37811,23.0951,20.6487,13.28,9.7,7.3
37195000,INWK_nasdaq,11.42,9.35,15.8,448386,10.9443,12.8826,22.84,17.04,18.8
22211000,INOD_nasdaq,3.12,2.8,7.35,100998,3.1786,3.476,39,7.43,18
21418000,IPHS_nasdaq,47.63,43.29,58.5,98827,49.8526,51.0459,15.07,11.62,4.6
22907000,IOSP_nasdaq,41.05,28.09,45.18,101167,41.1574,40.5877,12.71,10.75,3.8
2496000,INOC_nasdaq,3.99,1.38,4.45,6998,3.936,3.4445,N/A,N/A,0.1
12762000,ISSC_nasdaq,6.47,3.2,9.25,90302,7.174,5.8707,34.05,20.22,5.9
43007000,NSIT_nasdaq,18.36,14.31,21.44,235642,18.6774,19.068,9.77,8.62,4.9
11514000,ISIG_nasdaq,2.24,1.51,2.34,8305,2.0191,1.9969,N/A,N/A,2.3
20886000,INSM_nasdaq,10.04,2.86,14.3,526681,12.1286,8.2901,N/A,N/A,3.5
15988000,IIIN_nasdaq,17.6,9.46,19.37,66678,18.1617,15.947,20.47,13.86,6.8
50363000,PODD_nasdaq,31.5,17.95,32.09,451639,30.3883,25.5804,N/A,525,19.2
20473000,IART_nasdaq,36.75,30.87,44.53,236350,36.5566,38.394,14.58,11.52,10
122397000,IDTI_nasdaq,8.16,4.6,8.78,1327840,8.1863,7.4647,25.5,17,3.2
6009000,IESC_nasdaq,5.04,0,0,0,0,0,N/A,N/A,1.4
27805000,ISSI_nasdaq,11.14,8.18,11.34,122278,10.8274,9.6355,12.24,8.57,4.4
4967271000,INTC_nasdaq,23.72,19.23,26.9,44376700,24.3714,22.3905,12.68,11.74,6.1
11587000,IPCI_nasdaq,1.7,1.5,3.23,22650,1.7589,1.9995,N/A,4.05,7.3
16524000,IPAR_nasdaq,29.92,15.37,33.19,150008,30.498,25.5868,24.73,27.7,2.9
45695000,IBKR_nasdaq,16.34,13.01,16.86,332161,15.9711,14.9699,19.69,14.33,2.5
15492000,ININ_nasdaq,52.39,24.35,53,72898,50.844,43.544,119.07,85.89,9.9
7207000,ICPT_nasdaq,44.3,17.96,45,75759,35.5666,35.5552,N/A,N/A,5.3
37563000,IDCC_nasdaq,37.91,25,48.68,342825,45.104,44.5927,N/A,N/A,11.9
62714000,TILE_nasdaq,17.17,11.62,19.96,345744,17.1551,17.3687,23.52,16.35,10.3
14015000,IMI_nasdaq,7.22,6.31,10.69,128627,7.9123,8.8997,120.33,21.24,3.1
0,IMCB_nasdaq,13.75,10.3,14,584,13.5403,12.8955,N/A,N/A,2.9
71267000,ITMN_nasdaq,9.79,7.21,12.7,1334050,9.8249,9.5761,N/A,N/A,15.1
48975000,INAP_nasdaq,8.44,5.52,9.6,209017,8.0646,8.0278,844,120.57,16.2
54756000,IBOC_nasdaq,23.15,16.92,23.85,151472,21.7429,20.1942,14.56,14.38,10.7
33509000,ISCA_nasdaq,32.51,24.22,35.75,111916,33.7137,31.4223,22.73,20.71,11.2
3838000,IGLD_nasdaq,4.3,1.81,4.35,13214,3.2657,3.1727,N/A,N/A,0.3
35095000,IIJI_nasdaq,18.32,9.93,21.21,27094,18.1494,16.001,N/A,N/A,0.6
3761000,PTNT_nasdaq,3.545,3,4.34,3911,3.5846,3.6962,N/A,N/A,0.3
5980000,INPH_nasdaq,3.07,2.01,4.6,5811,2.7174,2.5326,N/A,N/A,1.3
9329000,INTX_nasdaq,9.03,7.83,16.59,88645,9.2423,9.8084,N/A,N/A,14.7
125616000,ISIL_nasdaq,7.64,6.31,10.83,1015540,7.8814,8.2372,382,54.57,3.9
38765000,IILG_nasdaq,20.81,16.9,22.24,173425,21.0943,20.5909,16.52,15.53,13.8
18389000,IBCA_nasdaq,6.9,3.51,7,74445,6.4154,5.5125,N/A,N/A,0.3
7390000,INTT_nasdaq,3.83,2.28,3.87,12598,3.5677,3.159,14.73,10.64,0.7
22796000,IVAC_nasdaq,5.6,4.06,7.86,124006,4.9391,4.6641,N/A,N/A,15.3
15077000,INTL_nasdaq,17.4,16.11,21.03,71888,17.4574,17.5288,11.01,8.37,20.5
4626000,IIN_nasdaq,3.65,3.26,6.42,2961,3.7429,4.2924,N/A,N/A,0.3
282001000,INTU_nasdaq,62.37,55.54,68.41,2891660,59.0754,61.9923,18.79,17.04,3.5
37711000,ISRG_nasdaq,501.19,455.18,585.67,333914,498.021,512.653,27.97,24.24,7.3
8805000,SNAK_nasdaq,8.6,5.5,8.75,53814,7.8149,7.3456,25.29,19.11,4.5
44687000,ISBC_nasdaq,21.63,15.01,21.77,154045,20.3354,18.9267,24.03,22.77,21.6
1443000,ITIC_nasdaq,70,48.17,75.02,4447,71.2114,67.6847,N/A,N/A,6.7
50453000,IPAS_nasdaq,2,1.56,2.38,286336,1.7731,1.9141,N/A,14.29,9.7
16257000,IPCM_nasdaq,51.87,33.1,53.7,112103,49.9729,44.7884,23.47,20.75,26.8
42300000,IPGP_nasdaq,59.26,39.19,70.11,502356,60.196,62.8507,19.12,16.51,19.5
4999000,IRIX_nasdaq,5.72,3.07,6.57,21577,5.8586,4.8367,26,17.88,0.3
58857000,IRDM_nasdaq,8.24,5.25,8.41,593945,7.3586,6.8372,8.77,7.49,24.1
0,IRDMZ_nasdaq,1.0399,0.08,2.19,1562,0.9537,1.1975,N/A,N/A,N/A
26999000,IRBT_nasdaq,38.97,16.25,41.12,551586,35.4589,26.5734,41.46,37.11,5.5
80122000,IRWD_nasdaq,9.98,9.83,19.67,1266050,12.328,14.3118,N/A,N/A,11.1
0,FCHI_nasdaq,40.74,39.68,51.53,3648,44.3463,47.1526,N/A,N/A,N/A
0,IFSM_nasdaq,36.9,30.18,40.66,4331,38.4397,38.2068,N/A,N/A,N/A
0,IFAS_nasdaq,32.49,28.4,39.04,19088,33.1406,34.7403,N/A,N/A,N/A
0,IFEU_nasdaq,30,25.99,34.32,4822,31.924,31.2112,N/A,N/A,N/A
0,IFGL_nasdaq,31.62,28.28,37.14,864725,32.7563,33.783,N/A,N/A,N/A
0,IFNA_nasdaq,49.18,44.3,56.59,5405,50.988,50.6679,N/A,N/A,N/A
0,SOXX_nasdaq,63.82,47.02,65.55,220059,63.446,58.8444,N/A,N/A,N/A
0,AXFN_nasdaq,22.42,19.22,27.17,1903,24.1894,24.4101,N/A,N/A,N/A
0,ACWX_nasdaq,40.67,35.31,45.72,311014,42.7097,42.855,N/A,N/A,N/A
0,ACWI_nasdaq,50.11,42.36,54.53,1143280,51.7703,50.6359,N/A,N/A,N/A
0,AAXJ_nasdaq,53.84,50.26,61.94,531103,57.0489,59.0159,N/A,N/A,N/A
0,EMFN_nasdaq,22.66,21.36,29.84,1366,25.7371,27.1053,N/A,N/A,N/A
0,EMMT_nasdaq,15.32,15.11,22.5,2700,17.0814,19.5511,N/A,N/A,N/A
0,EUFN_nasdaq,19.63,13.52,21.99,72802,20.9326,20.4936,N/A,N/A,N/A
0,FEFN_nasdaq,28.5301,21.32,32.92,8164,28.9994,28.9923,N/A,N/A,N/A
0,IBB_nasdaq,178.75,125.63,186.98,770622,176.895,160.097,N/A,N/A,N/A
0,EMIF_nasdaq,30.69,28.92,36.95,20908,33.1026,34.9655,N/A,N/A,N/A
0,ICLN_nasdaq,8.68,6.13,9.9,21970,8.9003,7.944,N/A,N/A,N/A
0,NUCL_nasdaq,34.492,29.57,37.07,1289,34.8766,33.1235,N/A,N/A,N/A
0,WOOD_nasdaq,45.31,36.64,50.63,42503,47.0466,47.5598,N/A,N/A,N/A
0,INDY_nasdaq,21.98,20.73,26.22,116719,23.4597,24.477,N/A,N/A,N/A
0,ISHG_nasdaq,91.475,91.21,99.65,24881,92.8726,94.5975,N/A,N/A,N/A
0,IGOV_nasdaq,97.03,96.28,105.8,38194,98.5743,100.591,N/A,N/A,N/A
0,GNMA_nasdaq,47.97,46.79,57,8053,48.8631,49.6501,N/A,N/A,N/A
0,AXJS_nasdaq,53.45,51.75,61.52,352,57.7283,57.6172,N/A,N/A,N/A
0,AAIT_nasdaq,27.17,24.51,34.44,3062,28.2149,28.0692,N/A,N/A,N/A
0,EEML_nasdaq,41.7099,40.3,56.26,2259,46.1529,50.5788,N/A,N/A,N/A
0,EEMA_nasdaq,50.644,47.35,63.34,53212,53.8071,55.7348,N/A,N/A,N/A
0,EMDI_nasdaq,47.66,44.05,53.5,3241,49.9771,51.136,N/A,N/A,N/A
0,EEME_nasdaq,46.8,44.6,57.8,1355,49.78,53.3186,N/A,N/A,N/A
0,EMEY_nasdaq,34.84,33.78,49.92,16934,37.876,40.9106,N/A,N/A,N/A
0,EGRW_nasdaq,51.65,47.25,533.5,1008,54.0077,55.995,N/A,N/A,N/A
0,EVAL_nasdaq,42.31,41.5,53.14,1797,46.094,48.9939,N/A,N/A,N/A
102856000,ISIS_nasdaq,28.47,7.56,29.47,1693010,23.1371,17.8319,N/A,N/A,12
15480000,ISLE_nasdaq,7.91,4.75,8.79,119197,7.754,6.9085,21.38,15.82,6
892000,ISRL_nasdaq,93.7,73.05,120.69,1048,93.5308,97.1215,N/A,N/A,36.3
39086000,ITRI_nasdaq,41.11,36.87,48.42,389228,42.2697,43.8121,14.68,11.45,7
13329000,ITRN_nasdaq,16.39,10.59,17.17,17583,16.7117,15.4655,N/A,N/A,0.2
81104000,IVAN_nasdaq,0.9301,0.87,2.91,244725,1.1529,1.7769,N/A,N/A,4.3
61626000,XXIA_nasdaq,18.29,12.01,22.5,762775,16.4054,18.124,18.86,16.94,5
24107000,IXYS_nasdaq,10.96,7.91,12.04,59281,11.3274,10.0803,13.37,10.64,5.9
14751000,JJSF_nasdaq,79.49,51.91,80.85,48058,76.7877,71.9596,23.31,21.66,3.8
494000,MAYS_nasdaq,24,18.6,28.57,373,22.5863,22.164,N/A,N/A,3
91832000,JBHT_nasdaq,73.23,50.56,77.2,678398,72.8097,69.3092,24.41,20.8,2.3
43263000,JCOM_nasdaq,42.24,25.5,44.66,341519,41.2397,36.9655,14.77,13.94,40.9
0,JASO_nasdaq,6.99,2.9,11.4,2144800,7.1437,5.3644,N/A,N/A,0.8
84262000,JKHY_nasdaq,47.48,33.92,48.24,308545,47.0606,44.4686,22.61,20.92,6.1
43809000,JACK_nasdaq,39.8,24.71,40.28,375759,37.7889,33.6618,24.27,19.13,2.3
1366000,JXSB_nasdaq,19.5,15.55,20,573,19.3146,18.7936,N/A,N/A,4.4
18125000,JAXB_nasdaq,0.5097,0.43,3.6,99222,0.4983,1.152,N/A,N/A,0.1
18083000,JAKK_nasdaq,11.01,9.46,16.71,152044,10.2746,11.303,24.47,16.19,17.1
16531000,JMBA_nasdaq,15.3,9.05,17.5,200394,15.5843,13.9004,40.26,22.84,4.7
34225000,JRCC_nasdaq,1.82,1.46,5.89,1332130,2.4051,2.5137,N/A,N/A,4.4
53451000,JAZZ_nasdaq,69.73,43.38,72.24,953378,66.4109,58.9694,11.23,9.15,2.7
235871000,JDSU_nasdaq,14.5,8.47,15.63,4118760,13.9297,13.8739,25.89,19.08,1.9
4591000,JFBI_nasdaq,5.65,1.92,5.95,5525,5.5746,4.7318,N/A,N/A,0.1
231778000,JBLU_nasdaq,6.22,4.76,7.28,4061000,6.2709,6.3416,11.96,8.89,11.5
1770000,JCTCF_nasdaq,12.1499,4.425,13.1,10447,11.1103,8.9744,N/A,N/A,0.5
11385000,DATE_nasdaq,5.32,3.84,6.68,22367,5.3226,5.2985,15.65,12.98,2.1
11923000,JST_nasdaq,4.87,4.35,8.15,32855,4.9963,5.4724,5.73,4.73,0.5
30574000,JIVE_nasdaq,18.21,10.63,21.9,714086,16.8091,15.5425,N/A,N/A,7.5
50724000,JOEZ_nasdaq,1.55,0.8,2.04,713348,1.6691,1.518,38.75,11.92,1.2
7939000,JBSS_nasdaq,20.12,12.4,21.11,26284,19.7751,19.5977,N/A,N/A,10.8
8323000,JOUT_nasdaq,24.91,16.96,25.1,13459,24.726,22.8901,12.58,10.56,8.5
27590000,JOSB_nasdaq,41.12,37.31,50.75,462477,42.5931,42.2994,14.69,13.44,13.5
4381000,TAX_nasdaq,16.25,8.85,17.61,20266,16.3051,15.8449,10.83,9.18,1.6
17567000,KALU_nasdaq,62.56,47.41,67.04,165534,63.2937,62.6842,15.11,13.42,10.7
13682000,KBIO_nasdaq,5.13,4.81,8.25,31742,5.3569,6.0966,N/A,N/A,11.2
20772000,KNDI_nasdaq,5.34,3,8.5,1473560,5.3757,4.2753,N/A,N/A,0.8
3389000,KCLI_nasdaq,38.1,32,40.01,10622,38.0311,37.6393,N/A,N/A,11
N/A,KYAK_nasdaq,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A
23297000,KCAP_nasdaq,10.55,7.13,11.48,352506,10.7146,10.3496,9.86,9.17,4.9
13587000,KRNY_nasdaq,10.35,8.66,10.67,39445,10.176,10.0789,147.86,129.38,12.8
8964000,KIPO_nasdaq,6.26,5.65,7.8,20602,6.3934,6.2745,14.23,20.19,0.2
27037000,KELYA_nasdaq,17.71,11.26,18.99,152197,17.5109,17.2619,12.13,11.14,6.5
27037000,KELYB_nasdaq,17.56,11.65,21.24,180,17.5789,17.3296,N/A,N/A,0.2
3233000,KFFB_nasdaq,8.34,6.9,8.5,1194,8.0997,7.9985,N/A,N/A,2.7
69897000,KERX_nasdaq,7.87,1.68,9.98,2492600,7.7411,6.6129,N/A,393.5,6.6
1837000,KEQU_nasdaq,12.54,11,13.73,3791,13.0709,12.7968,N/A,N/A,1.1
5052000,KTEC_nasdaq,14.84,7.51,16.4,3205,14.64,12.8103,26.04,16.67,7.4
9942000,KTCC_nasdaq,11.36,7.15,12.28,66998,11.076,10.7974,N/A,N/A,9.6
13028000,KEYN_nasdaq,19.81,10.85,19.86,183386,14.4651,14.1829,29.13,23.58,5.2
28290000,KFRC_nasdaq,15.05,10.34,16.65,166977,14.7583,14.7233,17.71,14.47,6.4
28026000,KBALB_nasdaq,10.14,8.07,13.25,77828,10.0326,9.8974,20.69,17.48,7.1
35319000,KGJI_nasdaq,1.11,0.97,1.86,101842,1.2029,1.272,N/A,N/A,4.4
1904000,KINS_nasdaq,5.1,4.5,6.85,1052,5.2086,5.1856,N/A,N/A,0.9
1127000,KONE_nasdaq,2.15,0.99,5.05,1180,2.4314,2.9154,N/A,N/A,1
22269000,KIOR_nasdaq,4.8,3.82,9.92,254311,4.5314,5.2366,N/A,N/A,39.2
14600000,KIPS_nasdaq,1.02,0.58,2.28,114933,1.0783,1.0712,N/A,N/A,0.1
14471000,KIRK_nasdaq,17.4,8.26,18.6,124658,16.172,12.6828,20.47,17.23,1.9
165470000,KLAC_nasdaq,54.85,43.21,57.97,1950550,55.676,53.5237,16.88,13.19,2.2
24448000,VLCCF_nasdaq,7,4.94,8.94,231670,7.0446,6.873,350,700,5.5
5557000,KONA_nasdaq,11.58,7.22,12,25078,10.6077,9.2933,26.93,21.85,0.4
19446000,KONG_nasdaq,6.43,4.85,8.18,73648,6.5743,6.2294,14.29,11.09,1.8
47019000,KOPN_nasdaq,3.67,2.78,3.95,156380,3.5926,3.4261,N/A,N/A,7.5
2172000,KOSS_nasdaq,4.9201,4.04,5.55,2486,4.8669,4.9293,N/A,N/A,2.2
593561000,KRFT_nasdaq,55.53,42,57.84,3270170,55.2649,50.6077,19.97,17.46,2.4
44210000,KTOS_nasdaq,6.52,4.08,6.73,394889,6.1831,5.1585,N/A,130.4,9.6
N/A,KSWS_nasdaq,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A
13764000,KUTV_nasdaq,1.26,0.9,1.55,45991,1.2769,1.1189,N/A,N/A,0.5
73862000,KLIC_nasdaq,10.98,8.05,12.95,604317,11.564,11.4405,15.25,7.57,2.4
12369000,KVHI_nasdaq,13.34,10.38,15,33034,13.0809,13.366,32.54,22.23,16.9
9069000,KYTH_nasdaq,27.42,14.07,31.93,88623,23.8571,24.6804,N/A,N/A,5.8
30258000,LLEN_nasdaq,3.9,1.51,4.94,636003,3.8343,2.5765,N/A,N/A,1.8
9544000,FSTR_nasdaq,43.88,27.27,46.45,26712,44.5103,43.6789,14.11,12.43,7.7
1579000,LSBK_nasdaq,11.53,8.55,14.69,691,11.644,11.1713,N/A,N/A,3.5
27453000,LBAI_nasdaq,10.78,8.31,11,120022,10.0791,9.8369,14.37,12.53,9
15718000,LKFN_nasdaq,28.39,23.47,28.82,33328,27.9809,26.3742,12.73,12.4,9
4261000,LAKE_nasdaq,4.95,3.36,7.99,32050,4.4849,4.4777,N/A,N/A,1.3
19366000,LACO_nasdaq,3.59,2.07,3.75,24817,3.5586,3.2209,N/A,N/A,0.5
161604000,LRCX_nasdaq,44.72,31.17,49.13,2113580,46.6537,42.7484,20.9,11.96,5.7
64568000,LAMR_nasdaq,43.67,26.21,49.61,1042600,44.9894,44.8553,83.98,45.97,2.9
18802000,LANC_nasdaq,79.6,66.89,84.88,61109,81.0026,75.9958,19.9,18.55,17.3
23077000,LNDC_nasdaq,13.75,7.86,15.58,125778,14.096,12.6184,16.18,15.45,8.5
2255000,LARK_nasdaq,21,18,22.5,1778,21.416,20.6934,N/A,N/A,0.7
46150000,LSTR_nasdaq,52.14,46.01,59.97,385652,53.1031,54.6477,19.1,16.71,2.4
8375000,LTRX_nasdaq,1.61,1.54,2.48,29266,1.6369,1.9161,N/A,N/A,0.4
4896000,LPSB_nasdaq,10.13,8.36,11.26,2992,10.1669,9.7258,15.12,15.83,0.6
105752000,LSCC_nasdaq,5.07,3.17,5.71,1119980,5.0269,4.7845,29.82,14.49,6.6
3975000,LAWS_nasdaq,13.12,5.84,19.02,23261,13.74,13.462,N/A,12.86,1.6
18781000,LAYN_nasdaq,19.07,17.42,25.11,192294,20.6454,21.5297,N/A,22.17,5.5
17233000,LCAV_nasdaq,3.17,2.67,4.6,35423,3.1443,3.1964,N/A,N/A,4.6
6058000,LCNB_nasdaq,23.4,12.84,23.74,18395,19.4591,16.6728,N/A,N/A,0.9
18712000,GAGA_nasdaq,3.7344,3.08,4.68,25442,3.6597,3.5788,N/A,6.12,0.4
2178000,LBIX_nasdaq,3.5,3.26,4.88,9652,3.8317,3.6964,N/A,N/A,0.2
46644000,LEAP_nasdaq,6.69,4.28,7.19,1242350,5.9514,5.9505,N/A,N/A,15.9
3683000,LTRE_nasdaq,3.28,2.91,5.87,9289,3.2763,4.0558,N/A,N/A,2.5
47687000,LGCY_nasdaq,26.38,22.33,29.93,204728,26.87,26.2207,31.04,22.55,4
9445000,LMAT_nasdaq,6.62,5.61,6.75,17956,6.5094,6.2047,33.1,27.58,0.7
480622000,LXRX_nasdaq,2.35,1.55,3.28,1033600,2.2351,2.1504,N/A,N/A,10.5
12045000,LHCG_nasdaq,19.63,15.69,24.14,55562,21.8831,21.5674,15.58,13.82,13.5
245811000,LBTYA_nasdaq,75.65,48.49,79.11,2672050,73.8137,70.6943,38.99,24.32,7.4
245811000,LBTYB_nasdaq,72.16,48.99,77.09,189,73.9614,70.463,N/A,N/A,0.5
245811000,LBTYK_nasdaq,70.77,46.16,73.85,1234060,68.992,65.8892,N/A,N/A,6.2
493354000,LINTA_nasdaq,23.28,17.04,24.31,2284070,22.7851,21.4836,20.97,16.99,1.1
493354000,LINTB_nasdaq,23.27,17.24,23.51,152,22.7574,21.3252,N/A,N/A,9.6
0,LVNTA_nasdaq,84.95,40,86.75,151353,81.856,75.4463,N/A,24,0.9
0,LVNTB_nasdaq,85.68,42.51,85.68,55,82.112,75.4449,N/A,N/A,N/A
106215000,LMCA_nasdaq,129.4,101,130.91,654666,125.332,115.456,1.88,37.4,0.7
106215000,LMCB_nasdaq,129.65,106.09,129.65,78,125.278,115.479,N/A,N/A,0.3
8894000,LPHI_nasdaq,3.1,1.08,4.47,57772,3.2043,3.3105,N/A,N/A,7.3
141869000,LIFE_nasdaq,74.08,40.5,74.48,3885700,74.0246,65.588,17.55,16,0.7
